depth	min	max	median	mean
0	-65.22	-59.39	-62.33	-62.32
1	-56.4	-49.79	-52.62	-52.74
2	-50.44	-39.34	-42.66	-43.17
3	-44.67	-28.36	-32.63	-33.6
4	-39.05	-17.19	-22.76	-24.03
5	-33.4	-5.87	-12.87	-14.46
6	-31.53	-5.62	-12.2	-13.7
7	-29.28	-5.24	-11.51	-12.94
8	-27.22	-4.84	-10.86	-12.18
9	-25.87	-4.5	-10.21	-11.42
10	-24.11	-3.81	-9.49	-10.66
11	-7.98	144.41	29.55	40.06
12	-2.8	305.03	68.69	90.77
13	1.21	463.28	108.34	141.48
14	6.36	621.12	147.59	192.2
15	10.35	778.95	186.72	242.91
16	66.39	829.45	273.09	320.07
17	95.84	882.01	369.23	397.22
18	121.22	954.28	457.2	474.38
19	141.75	1057.05	536.13	551.53
20	161.07	1185.48	610.47	628.69
21	266.5	1218.21	682.45	695.97
22	331.14	1253.96	754.58	763.26
23	374	1309.1	832.46	830.55
24	403.8	1376.75	905.82	897.84
25	429.42	1465.86	975.6	965.13
26	523.99	1490.09	1036.63	1026.95
27	588.31	1510.55	1094.14	1088.77
28	641.85	1545.62	1162.09	1150.6
29	683.52	1586.63	1235.76	1212.42
30	720.68	1659.51	1302.61	1274.24
31	866.52	1677.15	1351.91	1332.55
32	1003.39	1691.65	1405.47	1390.85
33	1132.83	1712.13	1462.14	1449.16
34	1220.56	1737.22	1519.1	1507.46
35	1270.78	1787.41	1575.94	1565.77
36	1573.51	1843.18	1721.25	1718.31
37	1677.35	2061	1868.11	1870.86
38	1723.45	2398.16	2006.58	2023.41
39	1752.72	2754.28	2144.71	2175.95
40	1776.41	3105.88	2281.53	2328.5
41	2098.52	3181.42	2507.51	2545.88
42	2408.68	3256.87	2733.33	2763.27
43	2708.98	3345.9	2963.95	2980.66
44	2973.3	3441.19	3193.71	3198.04
45	3154.66	3631.13	3423.58	3415.43
46	3421.93	3743.08	3564.41	3568.08
47	3477.06	4098.6	3693.4	3720.74
48	3510	4525.09	3820.15	3873.39
49	3533.31	4958.62	3942.12	4026.05
50	3548.39	5398.14	4066.98	4178.71
51	3631.04	5473.62	4195.79	4294.57
52	3694.15	5561.75	4328.26	4410.44
53	3735.38	5647.69	4459.67	4526.31
54	3775.34	5783.29	4581.36	4642.18
55	3811.08	6003.71	4707.04	4758.05
56	3950.35	6085.12	4853.2	4900.1
57	4067.7	6164.93	5017.67	5042.15
58	4136.71	6269.53	5190.04	5184.21
59	4199	6397.47	5354.15	5326.26
60	4234.99	6595.39	5480.47	5468.31
61	4524.23	6640.36	5630.34	5612.1
62	4701.03	6696.9	5775.75	5755.89
63	4818.1	6775.5	5930.72	5899.68
64	4894.85	6883.52	6095.26	6043.48
65	4978.04	7051.63	6242.88	6187.27
66	5261.93	7081.84	6362.26	6313.47
67	5508.16	7119.5	6486.59	6439.66
68	5691.84	7158.95	6623.83	6565.86
69	5793.45	7205.74	6763.99	6692.06
70	5879.12	7292.28	6895.5	6818.26
71	6227.54	7315.45	6989.86	6935.25
72	6569.92	7338.3	7086.79	7052.24
73	6893.55	7368.41	7182.83	7169.23
74	7123.32	7413.68	7290.11	7286.22
75	7197.61	7663.29	7391.86	7403.21
76	7250.67	7818.97	7487.48	7502.54
77	7286.63	8059.66	7575.69	7601.86
78	7309.69	8368.33	7654.74	7701.18
79	7335.53	8666.46	7735.81	7800.51
80	7351.33	8962.11	7815.14	7899.83
