"","ID","LongID","SiO2_n","TiO2_n","Al2O3_n","FeO_n","MnO_n","MgO_n","CaO_n","Na2O_n","K2O_n","Total_n","Type","Group","Eruption_ID","Volcano"
"1","SAM-1","SAM-1_A1-1_A1_Aguillera",0.0474964446711561,-0.209313448444587,0.848798450697292,-0.777226633825814,-0.410241584026339,-0.663590636613205,-0.23198218542234,-1.62420521203932,1.47966661797205,100,"Acid","SAM","A1","Aguillera"
"2","SAM-2","SAM-2_A1-2_A1_Aguillera",-0.0461735296458944,-0.347804234553034,1.10807536836145,-0.74431174429744,-0.410241584026339,-0.760557126204565,-0.324079703650896,-1.46686343000976,1.42819107093812,100,"Acid","SAM","A1","Aguillera"
"3","SAM-3","SAM-3_A1-3_A1_Aguillera",0.615992498908943,-0.705283111031337,-0.790417999232206,-0.939597057714791,-0.387299468576198,-0.820033993601851,-0.595406829497828,-1.19459565610478,1.42732997300159,100,"Acid","SAM","A1","Aguillera"
"4","SAM-4","SAM-4_A1-4_A1_Aguillera",-0.0913335896984224,-0.501316507402638,1.15072968129357,-0.837243688316845,-0.195532095224064,-0.770400320713653,-0.408300101641236,-1.3353995884655,1.50356177238576,100,"Acid","SAM","A1","Aguillera"
"5","SAM-5","SAM-5_A1-5_A1_Aguillera",0.337852343268232,0.116511298971012,-0.458616287112563,-0.95695337192655,-0.996838816301296,-1.3978926248309,-0.243411633717698,-0.955059594456856,1.52907546115444,100,"Acid","SAM","A1","Aguillera"
"6","SAM-6","SAM-6_MB2-1_MB2_Burney",0.15137877119527,-0.209313448444587,1.06833976509929,-0.0834935819916198,-0.195532095224064,0.344676988457683,1.38498888660918,-0.792460900729344,-1.24734431179475,100,"Acid","SAM","MB2","Burney"
"7","SAM-7","SAM-7_MB2-2_MB2_Burney",0.164522579498753,0.400671953327385,1.31283160523804,-0.251769432639723,-0.195532095224064,0.344676988457683,1.26158762130519,-0.814133030775741,-1.50254125480613,100,"Acid","SAM","MB2","Burney"
"8","SAM-8","SAM-8_MB2-3_MB2_Burney",0.0232276751000672,0.170586218491896,1.3846941553013,0.0797732646646238,-0.195532095224064,0.774216928093206,1.36723538968934,-0.925720478383949,-1.34534009562428,100,"Acid","SAM","MB2","Burney"
"9","SAM-9","SAM-9_MB2-4_MB2_Burney",0.198059016783954,0.563626073378445,0.330141563147515,-0.224444846496761,-0.195532095224064,0.192377801614907,1.865518117479,-0.336113558996744,-1.35952222082373,100,"Acid","SAM","MB2","Burney"
"10","SAM-10","SAM-10_MB2-5_MB2_Burney",-0.133054361235812,0.917889969885878,1.41417493112753,-0.0558544634000262,-0.195532095224064,1.10615503798294,1.81547390296039,-0.566773438329217,-1.68434136637361,100,"Acid","SAM","MB2","Burney"
"11","SAM-11","SAM-11_So-A-1_So_UK_Solipuli",-0.705199246165012,0.116511298971012,0.849800211925301,0.256583581385873,-0.0795340857349905,-0.342879507454427,-0.595406829497828,0.176849931416745,1.46511969167408,100,"Acid","SAM","So_UK","Solipuli"
"12","SAM-12","SAM-12_So-A-2_So_UK_Solipuli",-0.62438206494318,0.0860663783185004,0.785615973078139,0.118340701316961,-0.175623090353977,-0.578480822137661,-0.649397591469861,0.173589274563736,1.46511969167408,100,"Acid","SAM","So_UK","Solipuli"
"13","SAM-13","SAM-13_So-A-3_So_UK_Solipuli",-0.579810827467666,0.116511298971012,0.711220922102166,0.124956897994905,-0.0795340857349905,-0.504429823249318,-0.837826390632083,0.125644276156672,1.50270974865996,100,"Acid","SAM","So_UK","Solipuli"
"14","SAM-14","SAM-14_So-A-4_So_UK_Solipuli",-0.811155206623601,0.170586218491896,0.956784914546421,0.114366309612222,0.425390374536388,-0.196140585159053,-0.563762409111561,0.327856003549348,1.54434024145819,100,"Acid","SAM","So_UK","Solipuli"
"15","SAM-15","SAM-15_So-A-5_So_UK_Solipuli",-0.754102117118242,-0.0197359965247192,0.770551714214099,0.301333633299419,-0.0983172885263233,-0.569144049927886,-0.671646979706437,0.45659195728178,1.46597621645704,100,"Acid","SAM","So_UK","Solipuli"
"16","SAM-16","SAM-16_So-A-6_So_UK_Solipuli",-0.81503146490067,-0.122810006138914,0.830760691802246,0.306420724275226,-0.556766503004051,-0.162370154580275,-0.517850704372637,0.42270248151244,1.52482948050655,100,"Acid","SAM","So_UK","Solipuli"
"17","SAM-17","SAM-17_So-A-7_So_UK_Solipuli",-0.801994296803353,0.235468118743582,0.730341059690219,0.365785715990048,0.351986021608857,-0.61606459252369,-0.619878985697372,0.490370727465355,1.4728247065973,100,"Acid","SAM","So_UK","Solipuli"
"18","SAM-18","SAM-18_So-A-8_So_UK_Solipuli",-0.746007085120161,0.194329924847087,0.82474555302057,0.284762285227778,0.645511535445924,-0.360502308606162,-0.486663894642662,0.193137389798445,1.46597621645704,100,"Acid","SAM","So_UK","Solipuli"
"19","SAM-19","SAM-19_So-A-9_So_UK_Solipuli",-0.757974101796694,0.0242711810919125,0.671933670517006,0.343138323894092,0.0291149252995309,-0.635001037294331,-0.571048129726746,0.490370727465355,1.46340633268865,100,"Acid","SAM","So_UK","Solipuli"
"20","SAM-20","SAM-20_So-A-10_So_UK_Solipuli",-0.843583777091702,0.0614957344596379,0.856811549677095,0.326714121974637,0.114948038244005,-0.307867327711089,-0.736466811895593,0.786496777333965,1.29520168806526,100,"Acid","SAM","So_UK","Solipuli"
"21","SAM-21","SAM-21_So-A-11_So_UK_Solipuli",-0.70906757523571,0.411774443580877,0.95778287467817,0.071752091570449,-1.12772423486012,-0.342879507454427,-0.496240484977582,0.113622100195811,1.50696885291455,100,"Acid","SAM","So_UK","Solipuli"
"22","SAM-22","SAM-22_So-A-12_So_UK_Solipuli",-0.777690517268179,0.110445802221236,0.905842460106394,0.152639496132685,-0.0983172885263233,-0.422812983343137,-0.656803461752767,0.650378599418847,1.31010377984438,100,"Acid","SAM","So_UK","Solipuli"
"23","SAM-23","SAM-23_So-A-13_So_UK_Solipuli",-0.296781719491382,-0.354915809788859,1.08225350958929,0.228232621693387,-1.79814553737853,-0.422812983343137,-0.510637578866387,-1.28185137037352,1.43249499013376,100,"Acid","SAM","So_UK","Solipuli"
"24","SAM-24","SAM-24_So-A-14_So_UK_Solipuli",-0.221473137058332,0.079941819725718,1.01162085289722,0.315309875065843,0.244793766194401,-0.360502308606162,-0.612525331419427,-2.02299108820198,1.64194674529275,100,"Acid","SAM","So_UK","Solipuli"
"25","SAM-25","SAM-25_So-A-15_So_UK_Solipuli",-0.451224965897049,0.116511298971012,0.864822385069483,0.410759416681754,-0.410241584026339,-0.120540895226659,-0.583213396126232,-0.955059594456856,1.55619049197429,100,"Acid","SAM","So_UK","Solipuli"
"26","SAM-26","SAM-26_So-A-16_So_UK_Solipuli",-0.767479292705434,0.0614957344596379,0.757489527482471,0.187984981703057,0.565369728664584,-0.395986602947268,-0.713936592359346,0.472439473831652,1.52397998279797,100,"Acid","SAM","So_UK","Solipuli"
"27","SAM-27","SAM-27_So-A-17_So_UK_Solipuli",-0.749526508679778,0.212024172464643,0.930825656353155,0.199706207999702,-0.506077273224804,-0.137222150650657,-0.583213396126232,0.218060489322451,1.48820978462035,100,"Acid","SAM","So_UK","Solipuli"
"28","SAM-28","SAM-28_So-A-18_So_UK_Solipuli",-0.732987298148332,0.170586218491896,0.970753173327965,0.0811087251027815,-0.556766503004051,-0.33409747846829,-0.661746582093833,0.42694475747139,1.37807298486582,100,"Acid","SAM","So_UK","Solipuli"
"29","SAM-29","SAM-29_So-A-19_So_UK_Solipuli",-0.732635457454882,0.079941819725718,0.786619971770421,0.204906026287759,-0.155955433516344,-0.369343344197386,-0.486663894642662,0.415274293876608,1.40404059289905,100,"Acid","SAM","So_UK","Solipuli"
"30","SAM-30","SAM-30_So-A-20_So_UK_Solipuli",-0.844641573184823,0.333291234072139,0.63461043970724,0.367040737279672,-0.884515306039498,-0.273159619048276,-0.493844732018927,0.745432921704851,1.40576836854899,100,"Acid","SAM","So_UK","Solipuli"
"31","SAM-31","SAM-31_So-A-21_So_UK_Solipuli",-0.799880471182762,0.247127517680172,0.953790824153778,0.316578380721421,0.213118370176702,-0.281808434791507,-0.716435066654993,0.337487220020855,1.44023546064997,100,"Acid","SAM","So_UK","Solipuli"
"32","SAM-32","SAM-32_So-A-22_So_UK_Solipuli",-0.792482761935946,0.0921789865188964,0.64470267993044,0.282207620643021,0.0114598207982429,-0.204626712366638,-0.661746582093833,0.588965811651724,1.51292734407053,100,"Acid","SAM","So_UK","Solipuli"
"33","SAM-33","SAM-33_So-A-23_So_UK_Solipuli",-0.57875842611713,0.0367292992911114,0.695109697377147,0.251441766267955,0.260448702438391,-0.504429823249318,-0.689018379047098,0.00697581307930556,1.46683263814982,100,"Acid","SAM","So_UK","Solipuli"
"34","SAM-34","SAM-34_So-A-24_So_UK_Solipuli",-0.644750174848018,0.0305065449265763,0.873831871578629,0.226939797421498,-1.79814553737853,-0.860256671455679,-0.797038545553932,0.242922250887409,1.43249499013376,100,"Acid","SAM","So_UK","Solipuli"
"35","SAM-35","SAM-35_So-A-25_So_UK_Solipuli",-0.61876468303043,0.252941767330326,0.835772332098556,0.0837784477192059,-0.320608949598701,-0.61606459252369,-0.915212260909206,0.1627127754386,1.51632997169062,100,"Acid","SAM","So_UK","Solipuli"
