ID,LabID,LongID,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano
SAM-403,CB1011-3,SAM-403_CB1011-3_R1_Reclus,74.3652,0.1028,12.232,1.3069,0.0388,0.2154,1.4371,3.9369,2.6613,0.0281,0,0,96.3245,77.20278849,0.106722589,12.69874227,1.356768008,0.04028051,0.223619121,1.491936112,4.087122176,2.762848496,0.029172225,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-404,CB1011-4,SAM-404_CB1011-4_R1_Reclus,75.7467,0.0939,11.9875,1.1022,0.0387,0.167,1.2235,3.7821,2.653,0.031,0,0,96.8256,78.23003421,0.096978485,12.38050681,1.138335316,0.039968769,0.172475048,1.263612103,3.906095082,2.739977857,0.032016326,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-405,CB1011-5,SAM-405_CB1011-5_R1_Reclus,74.6074,0.1032,12.1862,1.1911,0.0371,0.2031,1.4002,3.8823,2.6347,0.0281,0,0,96.2734,77.49534139,0.107194718,12.65790966,1.237205708,0.038536086,0.210961699,1.454399658,4.032578054,2.736685315,0.029187709,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-406,CB1011-6,SAM-406_CB1011-6_R1_Reclus,75.5838,0.1032,12.588,1.2053,0.0407,0.2022,1.4408,3.7472,2.6727,0.0276,0,0,97.6115,77.43329423,0.105725248,12.89602147,1.234793032,0.041695907,0.207147723,1.476055588,3.838891934,2.738099507,0.028275357,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-407,CB1011-7,SAM-407_CB1011-7_R1_Reclus,75.9256,0.0914,12.5756,1.1829,0.051,0.2026,1.3814,3.8588,2.6631,0.0314,0,0,97.9638,77.50373097,0.09329977,12.83698672,1.207486847,0.052060047,0.206811087,1.410112715,3.939006041,2.718453143,0.032052656,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-408,CB1011-8,SAM-408_CB1011-8_R1_Reclus,75.7695,0.1072,12.7801,1.2076,0.0329,0.2179,1.5389,3.9005,2.4418,0.0171,0,0,98.0135,77.30516715,0.109372688,13.03912216,1.232075173,0.033566805,0.222316314,1.570089835,3.979553837,2.491289465,0.017446576,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-409,CB1011-9,SAM-409_CB1011-9_R1_Reclus,75.5564,0.0981,12.2932,1.3357,0.033,0.1745,1.4435,3.5853,2.5396,0.0378,0,0,97.0971,77.81530035,0.101032884,12.66072828,1.375633258,0.033986597,0.179717005,1.486656141,3.692489271,2.615526107,0.038930102,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-410,CB1011-10,SAM-410_CB1011-10_R1_Reclus,74.7722,0.1064,12.206,1.1817,0.0286,0.1703,1.4748000000000001,4.077,2.4555,0.0243,0,0,96.4968,77.48671459,0.110262724,12.64912412,1.224600194,0.029638289,0.176482536,1.528340836,4.22501057,2.544643967,0.025182182,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-411,CB1011-11,SAM-411_CB1011-11_R1_Reclus,75.6605,0.0928,12.1777,1.156,0.0401,0.1737,1.4107,3.9216,2.7426,0.0312,0,0,97.4069,77.67468218,0.095270458,12.50188642,1.186774243,0.041167515,0.178324123,1.448254692,4.025998158,2.815611625,0.032030585,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-412,CB1011-12,SAM-412_CB1011-12_R1_Reclus,74.9611,0.1012,12.1444,1.1556,0.0489,0.2359,1.4596,3.8297,2.5706,0.0339,0,0,96.5409,77.64698692,0.104826037,12.57953883,1.197005621,0.050652107,0.244352394,1.511898066,3.96691972,2.662705651,0.035114651,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-413,CB1011-13,SAM-413_CB1011-13_R1_Reclus,74.7093,0.0947,12.2318,1.2086,0.0417,0.1882,1.4247,3.9727,2.65,0.0304,0,0,96.5521,77.37718807,0.098081761,12.66860068,1.251759413,0.043189118,0.19492067,1.475576399,4.114566125,2.744632173,0.031485592,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-414,CB1011-14,SAM-414_CB1011-14_R1_Reclus,75.9398,0.0959,12.0928,1.1553,0.0402,0.1858,1.187,3.9333,2.6225,0.0438,0,0,97.2964,78.04995868,0.098564798,12.42882573,1.187402617,0.041317048,0.190962872,1.219983473,4.042595615,2.69537208,0.045017082,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-415,CB1011-15,SAM-415_CB1011-15_R1_Reclus,75.4242,0.0996,12.1585,1.0556,0.0433,0.2126,1.2978,3.9603,2.6486,0.0296,0,0,96.9301,77.81298069,0.102754459,12.54357522,1.089032199,0.044671366,0.219333313,1.338902983,4.085727756,2.732484543,0.03053747,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-416,CB1011-16,SAM-416_CB1011-16_R1_Reclus,74.8562,0.0972,12.1599,1.1036,0.0414,0.2233,1.3381,3.8653,2.5094,0.0299,0,0,96.2243,77.79344719,0.101013985,12.63703659,1.146903641,0.043024475,0.232061964,1.390605076,4.016968687,2.607865165,0.031073232,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-417,CB1011-17,SAM-417_CB1011-17_R1_Reclus,75.1181,0.0912,12.1586,1.0517,0.0438,0.178,1.3177,3.9357,2.5942,0.0314,0,0,96.5204,77.82613831,0.094487797,12.59692252,1.089614216,0.045379008,0.184416973,1.365203625,4.077583599,2.687721974,0.032531983,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-418,CB1011-18,SAM-418_CB1011-18_R1_Reclus,75.6039,0.0865,11.6912,0.9635,0.0468,0.152,1.1953,3.6873,2.6455,0.0334,0,0,96.1054,78.66769193,0.090005348,12.1649772,1.002545122,0.048696535,0.158159687,1.243738645,3.836725096,2.752706924,0.03475351,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-419,CB1011-19,SAM-419_CB1011-19_R1_Reclus,76.0805,0.1015,12.5988,1.2487,0.0446,0.1914,1.3593,3.7626,2.5116,0.038,0,0,97.937,77.6831024,0.103638053,12.8641882,1.275003318,0.045539479,0.195431757,1.387933059,3.841857521,2.564505754,0.038800453,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-420,CB1011-20,SAM-420_CB1011-20_R1_Reclus,75.4264,0.0969,12.3055,0.9613,0.04,0.2074,1.2015,3.9932,2.6316,0.0537,0,0,96.9175,77.82536694,0.099981943,12.69688137,0.991874532,0.041272216,0.21399644,1.23971419,4.120205329,2.715299095,0.05540795,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-421,CB1011-21,SAM-421_CB1011-21_R1_Reclus,75.3028,0.1061,12.2954,1.1114,0.0469,0.1899,1.4971,3.7191,2.5575,0.0327,0,0,96.8589,77.74484327,0.109540786,12.69413549,1.14744231,0.04842095,0.19605839,1.545650426,3.839709103,2.640438824,0.033760449,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-422,CB1011-22,SAM-422_CB1011-22_R1_Reclus,75.6338,0.1039,11.73,0.9666,0.05,0.2108,1.1214,3.6206,2.6647,0.0238,0,0,96.1256,78.6822657,0.108087752,12.20278469,1.005559393,0.05201528,0.219296421,1.1665987,3.766530456,2.772102333,0.024759273,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-423,CB1011-23,SAM-423_CB1011-23_R1_Reclus,76.0819,0.2196,11.9353,1.0829,0.0432,0.0834,1.5237,3.6875,2.6576,0.052,0,0,97.3671,78.13922773,0.225538195,12.25804199,1.112182657,0.04436817,0.085655216,1.564902313,3.787213545,2.729464059,0.05340613,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-424,CB1011-24,SAM-424_CB1011-24_R1_Reclus,75.5668,0.093,12.5149,1.1745,0.0567,0.2212,1.3828,3.9452,2.5833,0.0379,0,0,97.5763,77.44380551,0.095310029,12.82575789,1.203673433,0.058108373,0.226694392,1.417147402,4.043194915,2.647466649,0.038841399,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-425,PY-931-1,SAM-425_PY-931-1_R1_Reclus,75.5975,0.1073,12.753,1.2651,0.0501,0.2061,1.4626,4.0011,2.7191,0.0306,0,0,98.1925,76.98907758,0.109275148,12.98775365,1.288387606,0.051022227,0.209893831,1.489523131,4.074751127,2.76915243,0.031163276,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-426,PY-931-2,SAM-426_PY-931-2_R1_Reclus,75.1205,0.1068,12.5978,1.221,0.0423,0.2041,1.3763,3.8844,2.6188,0.0259,0,0,97.1979,77.28613478,0.109878917,12.96097961,1.25619998,0.043519459,0.209983961,1.415977094,3.996382638,2.694296893,0.026646666,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-427,PY-931-3,SAM-427_PY-931-3_R1_Reclus,75.2317,0.1067,12.1426,1.216,0.0303,0.2174,1.4219,3.8548,2.5363,0.0351,0,0,96.7928,77.72447951,0.110235472,12.54494136,1.25629179,0.031303981,0.224603483,1.469014224,3.982527626,2.620339529,0.036263028,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-428,PY-931-4,SAM-428_PY-931-4_R1_Reclus,74.8511,0.1082,12.3518,1.2706,0.0359,0.2143,1.4936,3.8254,2.4521,0.0226,0,0,96.6256,77.46508172,0.111978606,12.78315477,1.31497243,0.037153715,0.221783875,1.54576013,3.958992234,2.537733272,0.023389247,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-429,PY-931-5,SAM-429_PY-931-5_R1_Reclus,75.1683,0.1049,11.8787,1.3153,0.0388,0.2238,1.5041,3.8465,2.5736,0.0231,0,0,96.6771,77.7519185,0.10850553,12.2869842,1.360508331,0.040133599,0.231492256,1.555797598,3.978708505,2.662057509,0.023893973,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-430,PY-931-6,SAM-430_PY-931-6_R1_Reclus,74.9278,0.1179,12.28,1.1359,0.0377,0.2008,1.6872,3.8249,2.3516,0.0339,0,0,96.5977,77.56685718,0.122052595,12.712518,1.175907915,0.039027844,0.207872444,1.746625437,3.959618086,2.434426493,0.035094003,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-431,PY-931-7,SAM-431_PY-931-7_R1_Reclus,75.0238,0.1023,12.0662,1.2907,0.0405,0.2351,1.5312,3.7276,2.5587,0.0449,0,0,96.621,77.64750934,0.105877604,12.48817545,1.335837965,0.041916354,0.243321845,1.584748657,3.857960485,2.648182072,0.046470229,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-432,PY-931-8,SAM-432_PY-931-8_R1_Reclus,74.76,0.1152,12.3568,1.1668,0.0379,0.2242,1.514,3.9634,2.5324,0.0289,0,0,96.6996,77.31159177,0.119131827,12.77854303,1.206623399,0.039193544,0.231852045,1.565673488,4.09867259,2.618831929,0.02988637,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-433,PY-931-9,SAM-433_PY-931-9_R1_Reclus,74.3014,0.111,11.9771,1.0832,0.0442,0.2556,1.4866,3.7705,2.4673,0.0338,0,0,95.5307,77.77751027,0.116193014,12.53743561,1.133876335,0.046267849,0.267557968,1.556148966,3.946898746,2.58272995,0.035381296,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-434,PY-931-10,SAM-434_PY-931-10_R1_Reclus,74.6075,0.1182,11.9416,1.2359,0.0436,0.2087,1.4263,3.7962,2.6082,0.0222,0,0,96.0084,77.70934627,0.123114228,12.43807833,1.287283196,0.045412693,0.217376813,1.485599177,3.954029022,2.716637294,0.023122977,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-435,LL-905-1,SAM-435_LL-905-1_R1_Reclus,75.1186,0.1065,12.3805,1.164,0.0407,0.2347,1.4675,3.7862,2.5184,0.0292,0,0,96.8463,77.56475983,0.109968063,12.78365823,1.201904461,0.042025354,0.242342764,1.515287626,3.909493703,2.600409102,0.030150868,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-436,LL-905-2,SAM-436_LL-905-2_R1_Reclus,76.1761,0.11,12.5982,1.2239,0.0359,0.244,1.5613,3.7887,2.5856,0.0255,0,0,98.3492,77.45472256,0.11184636,12.8096619,1.244443269,0.036502585,0.248095562,1.587506558,3.852293664,2.628999524,0.02592802,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-437,LL-905-3,SAM-437_LL-905-3_R1_Reclus,75.4988,0.1016,12.1382,1.1732,0.0366,0.2148,1.4352,4.0572,2.5273,0.028,0,0,97.2109,77.66495321,0.104515029,12.48645985,1.206860548,0.037650099,0.220962876,1.476377649,4.173606046,2.599811338,0.028803354,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-438,LL-905-4,SAM-438_LL-905-4_R1_Reclus,75.7097,0.1024,12.4759,1.1718,0.0454,0.2107,1.499,3.706,2.5827,0.0384,0,0,97.542,77.61753911,0.104980419,12.79028521,1.201328658,0.046544053,0.216009514,1.536773903,3.799388981,2.647782494,0.039367657,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-439,LL-905-5,SAM-439_LL-905-5_R1_Reclus,74.6115,0.1038,12.3464,1.2665,0.0323,0.2073,1.5704,3.797,2.651,0.0327,0,0,96.6189,77.2224689,0.107432397,12.77845225,1.31082014,0.033430312,0.214554295,1.625354874,3.929872934,2.743769594,0.03384431,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-440,LL-905-6,SAM-440_LL-905-6_R1_Reclus,74.678,0.1084,12.3035,1.176,0.0439,0.2078,1.5579,3.9677,2.5397,0.0333,0,0,96.6162,77.29345596,0.112196505,12.73440686,1.21718718,0.045437515,0.215077803,1.612462506,4.106661202,2.628648198,0.03446627,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-441,LL-905-7,SAM-441_LL-905-7_R1_Reclus,74.6529,0.111,12.3151,1.2717,0.0406,0.2072,1.4516,3.5502,2.56,0.0311,0,0,96.1914,77.60870514,0.115394931,12.80270378,1.32205166,0.042207515,0.215403872,1.509074616,3.690766534,2.661360579,0.032331373,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-442,LL-905-8,SAM-442_LL-905-8_R1_Reclus,75.6671,0.1063,12.2277,1.1815,0.0385,0.1965,1.486,3.8937,2.5329,0.0402,0,0,97.3704,77.71057734,0.109170754,12.55792315,1.213407771,0.039539737,0.201806709,1.526131145,3.998853861,2.601303887,0.041285647,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-443,LL-905-9,SAM-443_LL-905-9_R1_Reclus,75.4763,0.1026,12.1281,1.1316,0.0452,0.1892,1.451,3.8233,2.5684,0.022,0,0,96.9377,77.86062595,0.105841174,12.51123144,1.167347688,0.046627886,0.195176902,1.49683766,3.944079548,2.649536764,0.022694989,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-444,LL-905-10,SAM-444_LL-905-10_R1_Reclus,75.6078,0.1101,11.9979,1.26,0.0368,0.2059,1.4473,3.857,2.5818,0.0369,0,0,97.1415,77.83264619,0.113339819,12.35095196,1.297076944,0.037882882,0.211958844,1.489888462,3.970496647,2.657772425,0.037985825,0,0,100,Acid,Rhyolite,SAM,R1,0,Reclus
SAM-445,LL743-1,SAM-445_LL743-1_MB1_Burney,74.8334,0.1297,12.1205,0.8847,0.0402,0.2587,1.1245,4.2092,1.8116,0.0382,0,0,95.4507,78.40005364,0.135881665,12.69817822,0.926865911,0.042115982,0.271029966,1.178095079,4.409815748,1.897943127,0.04002066,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-446,LL743-2,SAM-446_LL743-2_MB1_Burney,75.5526,0.1479,11.9499,0.936,0.036,0.246,1.3167,4.4104,1.739,0.0378,0,0,96.3723,78.39659321,0.153467334,12.39972482,0.971233435,0.037355132,0.25526007,1.366263958,4.576418743,1.80446041,0.039222889,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-447,LL743-3,SAM-447_LL743-3_MB1_Burney,74.8403,0.1395,11.8299,1.0359,0.0351,0.2395,1.1108,4.2981,2.2407,0.044,0,0,95.8138,78.11014697,0.145594893,12.34676007,1.081159499,0.036633554,0.249963993,1.159331954,4.485888254,2.338598406,0.045922404,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-448,LL743-4,SAM-448_LL743-4_MB1_Burney,77.0403,0.1495,12.6848,1.0214,0.0339,0.2434,1.3278,4.5069,1.8341,0.0282,0,0,98.8703,77.92056866,0.151208199,12.82973755,1.033070599,0.034287344,0.246181108,1.34297155,4.558396202,1.855056574,0.028522215,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-449,LL743-5,SAM-449_LL743-5_MB1_Burney,76.3603,0.1911,11.9621,1.2439,0.0402,0.2626,1.3911,4.4594,1.5063,0.0331,0,0,97.4501,78.35835982,0.196100363,12.27510285,1.276448151,0.041251882,0.269471247,1.427499818,4.5760856070000004,1.545714166,0.033966102,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-450,LL743-6,SAM-450_LL743-6_MB1_Burney,76.2836,0.1604,11.8448,1.0077,0.0363,0.245,1.2616,4.3367000000000004,1.5943,0.0195,0,0,96.7899,78.81359522,0.16571977,12.2376405,1.041121026,0.037503913,0.253125584,1.303441785,4.480529477,1.647175997,0.02014673,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-451,LL743-7,SAM-451_LL743-7_MB1_Burney,77.4106,0.147,12.1911,0.902,0.0445,0.2624,1.304,4.5332,1.6195,0.0275,0,0,98.4418,78.63590467,0.14932681,12.38406856,0.916277435,0.045204375,0.266553436,1.324640549,4.604954399,1.645134486,0.027935288,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-452,LL743-8,SAM-452_LL743-8_MB1_Burney,76.649,0.1539,12.3619,1.0011,0.0326,0.2512,1.2184,4.436,1.8485,0.0306,0,0,97.9832,78.22667559,0.157067742,12.61634648,1.021705762,0.03327101,0.25637048,1.243478474,4.527306722,1.886547898,0.031229843,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-453,LL743-9,SAM-453_LL743-9_MB1_Burney,76.0628,0.1765,11.8884,1.0479,0.0327,0.2715,1.4131,4.2638,1.6616,0.0309,0,0,96.8492,78.53735498,0.182242084,12.27516593,1.081991385,0.033763831,0.280332723,1.459072455,4.402514424,1.715656918,0.031905271,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-454,PY642-1,SAM-454_PY642-1_MB1_Burney,76.7831,0.1714,11.8112,1.0365,0.034,0.2444,1.3084,4.4695,1.7864,0.0276,0,0,97.6725,78.61281323,0.175484399,12.09265658,1.061199416,0.034810208,0.250223963,1.339578694,4.576006553,1.82896926,0.028257698,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-455,PY642-2,SAM-455_PY642-2_MB1_Burney,77.9736,0.1821,12.068,1.29,0.0307,0.3012,1.3757,4.2197,1.5999,0.0379,0,0,99.0788,78.69857124,0.183793102,12.18020404,1.301993968,0.030985438,0.304000452,1.388490777,4.258933293,1.61477531,0.038252381,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-457,PY642-4,SAM-457_PY642-4_MB1_Burney,75.6414,0.1489,11.5105,1.0181,0.0389,0.2845,1.3363,4.4455,1.6455,0.0376,0,0,96.1072,78.70523748,0.15493116,11.97673015,1.059337906,0.040475636,0.296023607,1.390426524,4.625563954,1.712150598,0.039122979,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-458,PY642-5,SAM-458_PY642-5_MB1_Burney,75.0755,0.1421,11.7737,1.1312,0.035,0.2708,1.2914,4.5167,1.5922,0.0369,0,0,95.8655,78.31336612,0.148228508,12.2814777,1.179986544,0.036509485,0.282479098,1.34709567,4.711496837,1.660868613,0.038491428,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-459,PY642-6,SAM-459_PY642-6_MB1_Burney,76.0788,0.139,12.1851,0.9825,0.0334,0.2655,1.3296,4.4895,1.7768,0.0358,0,0,97.316,78.17707263,0.142833655,12.52116815,1.0095976,0.03432118,0.272822557,1.366270706,4.61332155,1.825804595,0.036787373,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-460,PY642-7,SAM-460_PY642-7_MB1_Burney,74.8558,0.1392,11.6785,0.9798,0.0354,0.2401,1.3264,4.6024,1.6109,0.0277,0,0,95.4962,78.38615568,0.145764962,12.22928242,1.026009412,0.037069538,0.251423617,1.388955791,4.819458785,1.686873404,0.02900639,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-461,PY642-8,SAM-461_PY642-8_MB1_Burney,75.6888,0.1708,12.6317,0.9938,0.046,0.2448,1.5216,4.3289,1.6155,0.0382,0,0,97.2801,77.8050187,0.175575477,12.98487563,1.021586121,0.047286136,0.251644478,1.564143129,4.449933748,1.660668523,0.039268052,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-462,PY642-9,SAM-462_PY642-9_MB1_Burney,75.757,0.1771,11.8056,1.0316,0.0349,0.2954,1.4293,4.4463,1.5476,0.0414,0,0,96.5662,78.45084512,0.183397503,12.22539564,1.068282691,0.03614101,0.305904136,1.480124516,4.604406097,1.602631148,0.042872144,0,0,100,Acid,Rhyolite,SAM,MB1,0,Burney
SAM-463,CE236-1,SAM-463_CE236-1_MB2_Burney,75.746,0.23,12.284,1.373,0.036,0.309,1.59,4.489,1.549,0.033,0,0,97.639,77.57760731,0.23556161,12.58103831,1.406200391,0.036870513,0.316471902,1.628447649,4.597548111,1.586456232,0.03379797,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-464,CE236-2,SAM-464_CE236-2_MB2_Burney,77.637,0.226,12.723,1.219,0.05,0.332,1.729,4.558,1.533,0.037,0,0,100.044,77.60285474,0.225900604,12.71740434,1.218463876,0.04997801,0.331853984,1.728239575,4.555995362,1.532325777,0.036983727,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-465,CE236-3,SAM-465_CE236-3_MB2_Burney,77.518,0.198,12.433,1.207,0.038,0.259,1.583,4.496,1.652,0.025,0,0,99.409,77.97885503,0.199177137,12.50691587,1.214175779,0.038225915,0.26053979,1.59241115,4.52272933,1.661821364,0.025148628,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-466,CE236-4,SAM-466_CE236-4_MB2_Burney,76.649,0.208,12.017,1.209,0.032,0.244,1.596,4.55,1.565,0.033,0,0,98.103,78.13114788,0.212022058,12.24937056,1.232378215,0.032618778,0.248718184,1.626861564,4.637982529,1.595262122,0.033638115,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-467,CE236-5,SAM-467_CE236-5_MB2_Burney,77.765,0.222,12.461,1.368,0.042,0.331,1.759,4.342,1.637,0.039,0,0,99.966,77.79144909,0.222075506,12.46523818,1.368465278,0.042014285,0.331112578,1.759598263,4.343476782,1.637556769,0.039013265,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-468,CE236-6,SAM-468_CE236-6_MB2_Burney,77.351,0.202,12.48,1.354,0.046,0.288,1.572,4.588,1.636,0.028,0,0,99.545,77.70455573,0.202923301,12.53704355,1.360188859,0.046210257,0.28931639,1.579185293,4.608970817,1.643477824,0.028127982,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-469,CE236-7,SAM-469_CE236-7_MB2_Burney,74.903,0.128,12.022,0.825,0.015,0.166,1.084,3.488,3.995,0.019,0,0,96.645,77.50323348,0.132443479,12.43933985,0.853639609,0.01552072,0.171762636,1.12163071,3.609084795,4.133685136,0.019659579,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-470,CE236-8,SAM-470_CE236-8_MB2_Burney,76.616,0.234,12.422,1.224,0.041,0.333,1.74,4.493,1.683,0.037,0,0,98.823,77.52851057,0.236786983,12.56994829,1.238578064,0.041488317,0.336966091,1.760723718,4.546512452,1.703044838,0.037440677,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-471,CE236-9,SAM-471_CE236-9_MB2_Burney,76.66,0.219,12.13,1.183,0.039,0.286,1.619,4.398,1.475,0.038,0,0,98.047,78.18699195,0.223362265,12.37161769,1.206564199,0.039776842,0.291696839,1.651248891,4.485603843,1.504380552,0.038756923,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-472,CE236-10,SAM-472_CE236-10_MB2_Burney,76.558,0.131,11.898,0.872,0.029,0.169,0.989,3.325,3.948,0.017,0,0,97.936,78.17145891,0.133760823,12.1487502,0.890377389,0.029611175,0.172561673,1.009843163,3.395074334,4.031204052,0.017358275,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-473,CE236-11,SAM-473_CE236-11_MB2_Burney,76.99,0.221,12.442,1.289,0.034,0.293,1.65,4.665,1.519,0.032,0,0,99.135,77.66177435,0.22292833,12.55056236,1.300247138,0.034296666,0.295556564,1.664397034,4.705704343,1.532253997,0.032279215,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-474,CE236-12,SAM-474_CE236-12_MB2_Burney,77.649,0.237,13.047,1.373,0.024,0.361,1.8,4.442,1.63,0.044,0,0,100.607,77.18051428,0.23557009,12.96828253,1.364716173,0.023855199,0.358821951,1.789139921,4.415199738,1.620165595,0.043734531,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-475,LL590-1,SAM-475_LL590-1_MB2_Burney,76.6255,0.2563,12.6249,1.5148,0.0449,0.3647,1.8445,4.5894,1.6629,0.0226,0,0,99.5505,76.97148683,0.25745727,12.68190516,1.521639771,0.045102737,0.366346729,1.852828464,4.610122501,1.670408486,0.022702046,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-476,LL590-2,SAM-476_LL590-2_MB2_Burney,77.3267,0.2163,12.0648,1.2711,0.0414,0.2657,1.5619,4.3873,1.6834,0.0263,0,0,98.8449,78.23033864,0.218827679,12.20578907,1.285954055,0.0418838,0.268804966,1.58015234,4.438569921,1.703072187,0.026607341,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-477,LL590-3,SAM-477_LL590-3_MB2_Burney,75.8773,0.1914,11.6585,1.0632,0.0357,0.2729,1.3701,4.2599,1.6787,0.0267,0,0,96.4344,78.68281443,0.198476892,12.08956555,1.102511137,0.037019985,0.282990302,1.420758567,4.417407066,1.740768854,0.027687215,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-478,LL590-4,SAM-478_LL590-4_MB2_Burney,75.1926,0.1904,11.9777,1.161,0.0254,0.2804,1.385,4.4492,1.6697,0.0192,0,0,96.3506,78.04061417,0.197611639,12.43137043,1.204974333,0.026362057,0.291020502,1.437458615,4.617719039,1.732941985,0.019927224,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
SAM-479,LL590-5,SAM-479_LL590-5_MB2_Burney,75.3578,0.1841,11.5883,1.1618,0.0269,0.2434,1.4317,4.2543,1.6404,0.0365,0,0,95.9252,78.55891882,0.191920371,12.0805586,1.211152023,0.028042683,0.253739372,1.492517086,4.435018118,1.710082439,0.038050481,0,0,100,Acid,Rhyolite,SAM,MB2,0,Burney
