ID,LabID,LongID,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano
ANT-7,A12,ANT-7_A12_Candlemass Is_CM,56.15,1.14,14.15,13.32,0.24,4.25,8.17,2.35,0.22,0,0,0,99.99,56.15561556,1.140114011,14.15141514,13.32133213,0.240024002,4.250425043,8.170817082,2.350235024,0.220022002,0,0,0,100,Intermediate,Basaltic Andesite,ANT,CM_ANT_Candlemass Is,0,CM
ANT-8,A13,ANT-8_A13_Candlemass Is_CM,59.23,0.89,14.72,10.16,0.15,2.42,6.58,4.42,0.62,0,0,0,99.19,59.71368081,0.89726787,14.84020567,10.24296804,0.151224922,2.439762073,6.633733239,4.456094364,0.62506301,0,0,0,100,Intermediate,Andesite,ANT,CM_ANT_Candlemass Is,0,CM
ANT-9,A14,ANT-9_A14_Candlemass Is_CM,57.57,1.99,15.85,9.47,0.16,3.59,7.12,3.49,0.77,0,0,0,100.01,57.56424358,1.98980102,15.84841516,9.469053095,0.159984002,3.589641036,7.119288071,3.489651035,0.769923008,0,0,0,100,Intermediate,Andesite,ANT,CM_ANT_Candlemass Is,0,CM
ANT-10,A15,ANT-10_A15_Candlemass Is_CM,58.96,2.16,15.82,8.93,0.18,2.71,5.89,4.42,0.93,0,0,0,100,58.96,2.16,15.82,8.93,0.18,2.71,5.89,4.42,0.93,0,0,0,100,Intermediate,Andesite,ANT,CM_ANT_Candlemass Is,0,CM
ANT-12,A17,ANT-12_A17_Candlemass Is_CM,60.1,0.3,17.6,9,0,3.5,5.5,3.6,0.1,0,0,0,99.7,60.28084253,0.300902708,17.65295888,9.027081244,0,3.510531595,5.516549649,3.610832497,0.100300903,0,0,0,100,Intermediate,Andesite,ANT,CM_ANT_Candlemass Is,0,CM
ANT-14,A19,ANT-14_A19_MtBerlin_MtBerlin,58.93,1.32,16.12,9.18,0.24,1.25,4.11,5.26,3.58,0,0,0,99.99,58.93589359,1.320132013,16.12161216,9.180918092,0.240024002,1.250125013,4.110411041,5.260526053,3.580358036,0,0,0,100,Intermediate,Trachyandesite,ANT,MtBerlin_ANT_MtBerlin,0,MtBerlin
ANT-15,A20,ANT-15_A20_Pleiades_Pleiades,61.38,0.44,17.14,6.34,0.23,0.12,1.2,7.79,5.31,0,0,0,99.95,61.41070535,0.44022011,17.14857429,6.343171586,0.230115058,0.12006003,1.2006003,7.793896948,5.312656328,0,0,0,100,Intermediate,Trachyte,ANT,Pleiades_ANT_Pleiades,0,Pleiades
ANT-16,A21,ANT-16_A21_Pleiades_Pleiades,61.86,0.42,16.8,6.33,0.24,0.13,1.2,7.59,5.35,0,0,0,99.92,61.90952762,0.420336269,16.81345076,6.335068054,0.240192154,0.130104083,1.200960769,7.596076861,5.354283427,0,0,0,100,Intermediate,Trachyte,ANT,Pleiades_ANT_Pleiades,0,Pleiades
ANT-19,A24,ANT-19_A24_Mel_Mel,59.9,1.36,15.82,8.53,0.21,1.44,4.09,4.16,3.55,0,0,0,99.06,60.46840299,1.37290531,15.97011912,8.610942863,0.211992732,1.453664446,4.128810822,4.199475066,3.583686655,0,0,0,100,Intermediate,Trachyandesite,ANT,Mel_ANT_Mel,0,Mel
ANT-20,A25,ANT-20_A25_RS_RS,61.38,0.5,16.68,6.56,0.3,0.15,1.2,7.41,5.38,0,0,0,99.56,61.65126557,0.502209723,16.75371635,6.588991563,0.301325834,0.150662917,1.205303335,7.442748092,5.403776617,0,0,0,100,Intermediate,Trachyte,ANT,RS_ANT_RS,0,RS
NAP-1,SM-26,NAP-1_SM-26_UK_Deception,55.13,1.93,16.87,8.36,0.2,3.51,8.16,5.17,0.68,0,0,0,100.01,55.12448755,1.929807019,16.86831317,8.359164084,0.199980002,3.509649035,8.159184082,5.169483052,0.679932007,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,Deception_NAP_UK,0,Deception
NAP-2,SM-27,NAP-2_SM-27_UK_Deception,55.68,2.39,14.81,10.04,0.23,3.82,7.55,4.69,0.8,0,0,0,100.01,55.67443256,2.389761024,14.80851915,10.0389961,0.229977002,3.819618038,7.549245075,4.689531047,0.799920008,0,0,0,100,Intermediate,Basaltic Andesite,NAP,Deception_NAP_UK,0,Deception
NAP-3,SM-28,NAP-3_SM-28_UK_Deception,53.74,2.41,15.04,10.28,0.24,4.47,8.49,4.71,0.64,0,0,0,100.02,53.72925415,2.409518096,15.0369926,10.27794441,0.23995201,4.469106179,8.48830234,4.709058188,0.639872026,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,Deception_NAP_UK,0,Deception
NAP-4,SM-29,NAP-4_SM-29_UK_Deception,52.2,2.8,16.41,12.77,0.22,3.61,7.8,3.83,0.36,0,0,0,100,52.2,2.8,16.41,12.77,0.22,3.61,7.8,3.83,0.36,0,0,0,100,Intermediate,Basaltic Andesite,NAP,Deception_NAP_UK,0,Deception
NAP-19,PC079/2/149-10,NAP-19_PC079/2/149-10_UK_Deception,56.07,3.23,13.62,12.9,0.22,2.02,4.45,5.72,0.81,0,0,0,99.04,56.6134895,3.261308562,13.75201939,13.02504039,0.222132472,2.039579968,4.493134087,5.775444265,0.817851373,0,0,0,100,Intermediate,Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-20,PC079/2/149-11,NAP-20_PC079/2/149-11_UK_Deception,52.88,2.34,16.37,9.99,0.18,4.36,9.86,3.72,0.6,0,0,0,100.3,52.7218345,2.333000997,16.32103689,9.960119641,0.179461615,4.346959123,9.830508475,3.70887338,0.598205384,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-21,PC079/2/149-12,NAP-21_PC079/2/149-12_UK_Deception,52.87,2.33,16.64,9.26,0.2,3.91,8.6,3.98,0.55,0,0,0,98.34,53.76245678,2.369330893,16.92088672,9.416310759,0.203376042,3.976001627,8.745169819,4.047183242,0.559284116,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-22,PC079/2/149-13,NAP-22_PC079/2/149-13_UK_Deception,52.48,1.63,19.8,9.29,0.15,2.24,9.07,4.94,0.37,0,0,0,99.97,52.49574872,1.630489147,19.80594178,9.292787836,0.150045014,2.240672202,9.072721817,4.941482445,0.370111033,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-23,PC079/2/149-14,NAP-23_PC079/2/149-14_UK_Deception,52.41,2.42,16.23,10.4,0.18,4.3,8.4,5.59,0.63,0,0,0,100.56,52.11813842,2.406523469,16.13961814,10.34208433,0.178997613,4.276054097,8.353221957,5.558870326,0.626491647,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-24,PC079/2/149-15,NAP-24_PC079/2/149-15_UK_Deception,52.39,1.81,17.44,9.37,0.21,4.41,10.1,3.97,0.52,0,0,0,100.22,52.27499501,1.806026741,17.40171622,9.349431251,0.209539014,4.400319298,10.07782878,3.961285173,0.518858511,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-26,PC079/2/149-17,NAP-26_PC079/2/149-17_UK_Deception,52.14,2.44,16.04,10.1,0.16,4.14,8.09,4.83,0.42,0,0,0,98.36,53.0093534,2.480683205,16.30744205,10.26840179,0.162667751,4.20902806,8.224888166,4.910532737,0.427002847,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-28,PC079/2/149-19,NAP-28_PC079/2/149-19_UK_Deception,51.99,2.32,15.5,10.7,0.2,4.07,7.87,4.11,0.5,0,0,0,97.26,53.45465762,2.385358832,15.93666461,11.00143944,0.205634382,4.184659675,8.091712934,4.225786552,0.514085955,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-29,PC079/2/149-20,NAP-29_PC079/2/149-20_UK_Deception,51.73,2.49,15.8,10.3,0.15,4.3,7.94,4.94,0.49,0,0,0,98.14,52.71041369,2.537191767,16.09944977,10.49521092,0.152842878,4.381495822,8.090482983,5.033625433,0.499286733,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-30,PC079/2/149-21,NAP-30_PC079/2/149-21_UK_Deception,51.69,2.33,15.67,10.3,0.1,4.32,8.68,4.6,0.51,0,0,0,98.2,52.63747454,2.372708758,15.95723014,10.48879837,0.101832994,4.399185336,8.83910387,4.684317719,0.519348269,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-31,PC079/2/149-22,NAP-31_PC079/2/149-22_UK_Deception,51.67,2.35,16,9.86,0.15,4.1,8.04,4.26,0.63,0,0,0,97.06,53.2351123,2.421182774,16.48464867,10.15866474,0.154543581,4.224191222,8.283535957,4.389037709,0.649083041,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-34,PC079/2/149-25,NAP-34_PC079/2/149-25_UK_Deception,51.13,2.38,15.64,10.6,0.17,4.23,8.48,4.48,0.42,0,0,0,97.53,52.4248949,2.440274787,16.03609146,10.86845073,0.174305342,4.337127038,8.694760586,4.593458423,0.430636727,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-37,PC079/2/149-28,NAP-37_PC079/2/149-28_UK_Deception,51.23,2.46,15.67,10.8,0.15,4.32,8.45,4.39,0.45,0,0,0,97.92,52.31821895,2.512254902,16.00285948,11.02941176,0.153186275,4.411764706,8.629493464,4.483251634,0.459558824,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-39,PC079/2/149-30,NAP-39_PC079/2/149-30_UK_Deception,51.42,2.52,15.8,10.4,0.12,3.97,8.59,4.1,0.5,0,0,0,97.42,52.78176966,2.586737836,16.21843564,10.67542599,0.123177992,4.075138575,8.817491275,4.2085814,0.513241634,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-40,PC079/2/149-31,NAP-40_PC079/2/149-31_UK_Deception,51.41,2.47,16,10.3,0.12,4.17,8.58,3.9,0.52,0,0,0,97.47,52.74443418,2.53411306,16.41530727,10.56735406,0.123114805,4.278239458,8.802708526,4.001231148,0.533497486,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-41,PC079/2/149-32,NAP-41_PC079/2/149-32_UK_Deception,51.66,2.32,15.89,10.6,0.13,4.22,8.57,4.91,0.52,0,0,0,98.82,52.27686703,2.347702894,16.07974094,10.72657357,0.131552317,4.270390609,8.672333536,4.968629832,0.526209269,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-42,PC079/2/149-33,NAP-42_PC079/2/149-33_UK_Deception,51.66,2.39,15.69,10.6,0.13,4.4,8.74,4.35,0.48,0,0,0,98.44,52.47866721,2.427874848,15.93864283,10.7679805,0.132060138,4.469727753,8.878504673,4.418935392,0.487606664,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-43,PC079/2/149-34,NAP-43_PC079/2/149-34_UK_Deception,51.76,2.39,15.63,9.85,0.12,4.23,7.98,4.8,0.61,0,0,0,97.37,53.1580569,2.454554791,16.05217213,10.11605217,0.123241245,4.344253877,8.195542775,4.929649789,0.626476327,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-44,PC079/2/149-35,NAP-44_PC079/2/149-35_UK_Deception,54.01,2.38,18.05,10.6,0.22,2.26,7.75,5.77,0.55,0,0,0,101.59,53.16468156,2.342750271,17.7674968,10.43409784,0.216556748,2.224628408,7.628703613,5.679692883,0.541391869,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-45,PC079/2/149-36,NAP-45_PC079/2/149-36_UK_Deception,52.76,2.68,16.05,10.1,0.21,4.78,8.72,4.79,0.5,0,0,0,100.59,52.4505418,2.664280744,15.95586042,10.04075952,0.208768267,4.751963416,8.668853763,4.761904762,0.497067303,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-46,PC079/2/149-37,NAP-46_PC079/2/149-37_UK_Deception,52.58,2.29,15.63,10,0.15,4.47,8.5,4.45,0.44,0,0,0,98.51,53.37529185,2.324637093,15.8664095,10.15125368,0.152268805,4.537610395,8.628565628,4.517307888,0.446655162,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-47,PC079/2/149-38,NAP-47_PC079/2/149-38_UK_Deception,51.21,2.38,16.11,10.3,0.18,4,7.95,4.78,0.54,0,0,0,97.45,52.55002565,2.442278091,16.53155464,10.56952283,0.184710108,4.104669061,8.158029759,4.905079528,0.554130323,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-61,GC027/2/4-14,NAP-61_GC027/2/4-14_UK_Deception,56.24,2.05,15.83,8.6,0.13,3.14,6.2,4.89,0.82,0,0,0,97.9,57.44637385,2.093973442,16.16956078,8.784473953,0.13278856,3.207354443,6.33299285,4.994892748,0.837589377,0,0,0,100,Intermediate,Andesite,NAP,DI_NAP_UK,0,Deception
NAP-62,GC027/2/4-15,NAP-62_GC027/2/4-15_UK_Deception,51.74,2.42,15.31,10.54,0.24,4.28,8.3,4.64,0.61,0,0,0,98.08,52.75285481,2.467373573,15.60970636,10.74632953,0.244698206,4.363784666,8.462479608,4.730831974,0.621941272,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-65,GC027/2/4-18,NAP-65_GC027/2/4-18_UK_Deception,51.35,2.52,15.62,10.59,0.17,4.24,8.08,4.5,0.57,0,0,0,97.64,52.59115117,2.580909463,15.99754199,10.84596477,0.174108972,4.342482589,8.275297009,4.608766899,0.583777141,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-66,GC027/2/4-19,NAP-66_GC027/2/4-19_UK_Deception,51.27,2.46,15.17,11.22,0.19,4.51,7.93,4.68,0.54,0,0,0,97.97,52.33234664,2.510972747,15.48433194,11.45248545,0.193936919,4.603450036,8.094314586,4.776972543,0.55118914,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-67,GC027/2/4-20,NAP-67_GC027/2/4-20_UK_Deception,51.24,2.48,15.49,10.62,0.22,4.18,8.25,4.53,0.53,0,0,0,97.54,52.53229444,2.542546648,15.88066434,10.88784089,0.225548493,4.285421366,8.458068485,4.644248513,0.543366824,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-69,GC027/2/4-22,NAP-69_GC027/2/4-22_UK_Deception,51.03,2.45,16.01,10.24,0.18,4.26,8.07,4.44,0.49,0,0,0,97.17,52.51620871,2.521354327,16.47627869,10.53823196,0.185242359,4.384069157,8.305032417,4.569311516,0.504270865,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-72,GC027/2/4-25,NAP-72_GC027/2/4-25_UK_Deception,51.83,2.25,15.76,10.16,0.2,4.26,8.31,3.89,0.49,0,0,0,97.15,53.35048893,2.316006176,16.22233659,10.45805455,0.205867216,4.384971693,8.55378281,4.004117344,0.504374678,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-74,GC027/2/4-27,NAP-74_GC027/2/4-27_UK_Deception,50.9,2.14,16.41,10.18,0.18,4.35,7.79,4.56,0.66,0,0,0,97.17,52.38242256,2.202325821,16.88792837,10.47648451,0.185242359,4.476690337,8.016877637,4.692806422,0.679221982,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-75,GC027/2/4-28,NAP-75_GC027/2/4-28_UK_Deception,50.84,2.21,16.3,10.21,0.21,4.16,8.01,4.69,0.55,0,0,0,97.18,52.31529121,2.27413048,16.77299856,10.50627701,0.216093846,4.280716197,8.242436715,4.826095905,0.565960074,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-91,GC037/1/82-11,NAP-91_GC037/1/82-11_UK_Deception,53.52,2.49,16.27,10.91,0.18,3.8,9.32,4.99,0.47,0,0,0,101.95,52.49632173,2.442373713,15.95880333,10.70132418,0.176557136,3.727317312,9.141736145,4.894556155,0.461010299,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-92,GC037/1/82-12,NAP-92_GC037/1/82-12_UK_Deception,53.3,2.52,16.29,10.7,0.21,3.68,9.06,4.86,0.47,0,0,0,101.09,52.72529429,2.492828173,16.11435355,10.58462756,0.207735681,3.640320506,8.962310812,4.807597191,0.464932239,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-93,GC037/1/82-13,NAP-93_GC037/1/82-13_UK_Deception,53.13,2.66,16.01,12.16,0.22,3.37,8.62,4.66,0.57,0,0,0,101.4,52.3964497,2.623274162,15.78895464,11.99211045,0.216962525,3.3234714,8.500986193,4.59566075,0.562130178,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-94,GC037/1/82-14,NAP-94_GC037/1/82-14_UK_Deception,52.36,2.54,15.34,11.63,0.24,3.52,8.88,4.13,0.53,0,0,0,99.17,52.79822527,2.561258445,15.46838762,11.7273369,0.242008672,3.549460522,8.954320863,4.164565897,0.534435817,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-95,GC037/1/82-15,NAP-95_GC037/1/82-15_UK_Deception,52.07,2.84,14.96,11.89,0.17,3.84,8.93,4.17,0.54,0,0,0,99.41,52.37903631,2.856855447,15.04878785,11.96056735,0.171008953,3.862790464,8.982999698,4.194749019,0.543204909,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-96,GC037/1/82-16,NAP-96_GC037/1/82-16_UK_Deception,52.01,2.24,15.7,10.01,0.25,4.1,10.25,4.28,0.4,0,0,0,99.24,52.4083031,2.257154373,15.82023378,10.08665861,0.251914551,4.13139863,10.32849657,4.312777106,0.403063281,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-97,GC037/1/82-17,NAP-97_GC037/1/82-17_UK_Deception,51.97,2.6,15.33,11.49,0.24,3.51,8.88,4.11,0.57,0,0,0,98.7,52.65450861,2.634245187,15.53191489,11.64133739,0.243161094,3.556231003,8.996960486,4.164133739,0.577507599,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-98,GC037/1/82-18,NAP-98_GC037/1/82-18_UK_Deception,51.95,2.31,15.65,10.12,0.21,3.98,9.59,4.69,0.46,0,0,0,98.96,52.49595796,2.334276475,15.81447049,10.22635408,0.212206952,4.021827001,9.690784155,4.739288601,0.464834276,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-99,GC037/1/82-19,NAP-99_GC037/1/82-19_UK_Deception,51.79,2.66,15.13,12.27,0.16,3.42,8.91,4.05,0.54,0,0,0,98.93,52.35014657,2.688769837,15.29364197,12.40270899,0.161730517,3.456989791,9.006368139,4.0938037,0.545840493,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-101,GC037/1/82-21,NAP-101_GC037/1/82-21_UK_Deception,51.4,2.21,15.6,9.83,0.19,4.29,10.29,4.5,0.42,0,0,0,98.73,52.06117695,2.238428036,15.80066849,9.956446875,0.192444039,4.345183835,10.42236402,4.557885141,0.425402613,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-102,GC037/1/82-22,NAP-102_GC037/1/82-22_UK_Deception,51.32,2.08,15.63,9.99,0.14,4.31,10.36,4.31,0.41,0,0,0,98.55,52.07508879,2.110603754,15.85996956,10.1369863,0.142059868,4.37341451,10.51243024,4.37341451,0.416032471,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-103,GC037/1/82-23,NAP-103_GC037/1/82-23_UK_Deception,50.94,2.49,15.39,10.32,0.17,3.78,9.46,4.47,0.44,0,0,0,97.46,52.26759696,2.554894316,15.79109378,10.58895957,0.174430536,3.878514262,9.7065462749999991,4.586497024,0.451467269,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-107,GC114/3/98-3,NAP-107_GC114/3/98-3_UK_Deception,53.37,1.87,15.46,8.5,0.18,4.66,7.66,4.7,0.65,0,0,0,97.05,54.99227202,1.926841834,15.92993302,8.758371973,0.185471406,4.801648635,7.892838743,4.842864503,0.669757857,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-109,GC114/3/98-5,NAP-109_GC114/3/98-5_UK_Deception,53.16,1.63,16.12,8.41,0.2,4.4,7.88,4.71,0.64,0,0,0,97.15,54.71950592,1.677817808,16.59289758,8.656716418,0.205867216,4.529078744,8.111168296,4.848172928,0.65877509,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-113,GC114/3/98-9,NAP-113_GC114/3/98-9_UK_Deception,57.1,2.49,13.62,9.99,0.25,2.44,5.27,4.66,1.22,0,0,0,97.04,58.84171476,2.565952185,14.0354493,10.29472383,0.257625721,2.51442704,5.430750206,4.802143446,1.25721352,0,0,0,100,Intermediate,Andesite,NAP,DI_NAP_UK,0,Deception
NAP-114,GC114/3/98-10,NAP-114_GC114/3/98-10_UK_Deception,55.3,1.59,16.54,7.12,0.13,3.64,7.26,4.69,0.77,0,0,0,97.04,56.98680956,1.638499588,17.04451772,7.337180544,0.133965375,3.751030503,7.481450948,4.833058533,0.793487222,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-118,GC114/3/98-14,NAP-118_GC114/3/98-14_UK_Deception,54.43,1.55,16.28,7.79,0.18,3.79,7.5,4.79,0.71,0,0,0,97.02,56.10183467,1.59760874,16.78004535,8.029272315,0.185528757,3.906411049,7.730364873,4.937126366,0.731807875,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-136,GC114/3/98-32,NAP-136_GC114/3/98-32_UK_Deception,52.76,1.8,18.49,8.97,0.16,3.93,9.85,4.82,0.32,0,0,0,101.1,52.1859545,1.78041543,18.28882295,8.872403561,0.158259149,3.887240356,9.742828882,4.767556874,0.316518299,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-142,GC114/3/98-38,NAP-142_GC114/3/98-38_UK_Deception,52.14,2.6,14.47,10.04,0.19,4.39,7.66,4.82,0.77,0,0,0,97.08,53.70828183,2.678203543,14.9052328,10.34198599,0.195714874,4.522043675,7.89039967,4.964977338,0.79316028,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-143,GC114/3/98-39,NAP-143_GC114/3/98-39_UK_Deception,51.78,1.91,14.61,9.26,0.22,5.36,9.47,4.08,0.49,0,0,0,97.18,53.28256843,1.965424985,15.0339576,9.528709611,0.22638403000000001,5.515538177,9.744803458,4.198394731,0.504218975,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-145,GC114/3/98-41,NAP-145_GC114/3/98-41_UK_Deception,51.68,1.95,14.68,9.36,0.2,5.32,9.31,4.11,0.56,0,0,0,97.17,53.18513945,2.00679222,15.10754348,9.632602655,0.205824843,5.474940825,9.581146444,4.229700525,0.576309561,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-159,KC081/1/4-9,NAP-159_KC081/1/4-9_UK_Deception,51.79,2.56,15.14,10.26,0.2,4.21,8.03,4.84,0.52,0,0,0,97.55,53.09072271,2.624295233,15.52024603,10.51768324,0.205023065,4.31573552,8.231676064,4.961558175,0.533059969,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-160,KC081/1/4-10,NAP-160_KC081/1/4-10_UK_Deception,51.57,2.34,16.15,10.18,0.2,4.28,9.05,4.88,0.5,0,0,0,99.15,52.01210287,2.360060514,16.28845184,10.26727181,0.201714574,4.316691881,9.127584468,4.921835603,0.504286435,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-162,KC081/1/4-12,NAP-162_KC081/1/4-12_UK_Deception,51.03,2.49,15.61,10.35,0.27,4.12,8.12,4.59,0.61,0,0,0,97.19,52.50540179,2.561991974,16.06132318,10.64924375,0.277806359,4.239119251,8.354769009,4.722708098,0.627636588,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-163,KC081/1/4-13,NAP-163_KC081/1/4-13_UK_Deception,51,2.49,15.17,10.75,0.22,4.22,8.3,4.71,0.55,0,0,0,97.41,52.35602094,2.556205728,15.57334976,11.03582794,0.225849502,4.332204086,8.520685761,4.835232522,0.564623755,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-189,PC029/1/76-6,NAP-189_PC029/1/76-6_UK_Deception,61.1,1.28,15.83,6.59,0.19,1.99,4.43,4.33,1.39,0,0,0,97.13,62.90538454,1.317821476,16.29774529,6.784721507,0.195614125,2.048800577,4.560897766,4.457942963,1.431071759,0,0,0,100,Intermediate,Andesite,NAP,DI_NAP_UK,0,Deception
NAP-190,PC029/1/76-7,NAP-190_PC029/1/76-7_UK_Deception,53.18,1.94,18.75,6.48,0.02,2.99,9.15,7.95,0.23,0,0,0,100.69,52.81557255,1.92670573,18.62151157,6.435594399,0.019862946,2.969510378,9.087297646,7.895520906,0.228423875,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-191,PC029/1/76-8,NAP-191_PC029/1/76-8_UK_Deception,52.21,2.72,15.73,10.7,0.18,4.05,7.94,4.38,0.72,0,0,0,98.63,52.93521241,2.757781608,15.94849437,10.84862618,0.182500253,4.106255703,8.050288959,4.440839501,0.730001014,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
NAP-192,PC029/1/76-9,NAP-192_PC029/1/76-9_UK_Deception,51.97,2.37,16.13,10.52,0.14,4.36,8.4,3.65,0.51,0,0,0,98.05,53.00356961,2.417134115,16.45079041,10.72921979,0.142784294,4.446710862,8.567057624,3.722590515,0.520142784,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-193,PC029/1/76-10,NAP-193_PC029/1/76-10_UK_Deception,51.5,2.52,15.55,10.78,0.16,4.31,8.08,4.28,0.58,0,0,0,97.76,52.68003273,2.577741408,15.906301150000001,11.02700491,0.163666121,4.408756137,8.265139116,4.37806874,0.593289689,0,0,0,100,Intermediate,Basaltic Andesite,NAP,DI_NAP_UK,0,Deception
NAP-194,PC029/1/76-11,NAP-194_PC029/1/76-11_UK_Deception,51.13,2.32,16.08,10.12,0.12,4.21,8.19,4.57,0.54,0,0,0,97.28,52.55962171,2.384868421,16.52960526,10.40296053,0.123355263,4.327713816,8.418996711,4.697779605,0.555098684,0,0,0,100,Intermediate,Basaltic Trachyandesite,NAP,DI_NAP_UK,0,Deception
