depth_cm,unit,min_Sh20_age_BP,max_Sh20_age_BP,median_Sh20_age_BP,mean_Sh20_age_BP,Si_pc_TSN,K_pc_TSN,Ca_pc_TSN,Ti_pc_TSN,Mn_pc_TSN,Fe_pc_TSN,Zn_pc_TSN,Br_pc_TSN,Rb_pc_TSN,Sr_pc_TSN,Zr_pc_TSN,Mo_inc_pc_TSN,Mo_coh_pc_TSN,SUM_pc_TSN,Mo_inc_coh_ratio
58.82,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.167,4.878,2.366,0.923,74.305,0.13,0.049,0,2.119,0.546,9.479,3.874,98.929,2.446959367
58.84,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.236,4.839,2.401,0.849,73.602,0.107,0.036,0.038,2.111,0.583,9.433,3.937,98.283,2.395989305
58.86,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.234,4.615,2.452,0.888,73.573,0.197,0,0.12,2.161,0.475,9.639,3.849,98.284,2.504162042
58.88,T5,5445.53,5733.29,5593.75,5595.93,0.06,0.233,4.86,2.487,0.894,73.783,0.133,0,0,2.211,0.684,9.492,3.784,98.623,2.508708875
58.9,T5,5445.53,5733.29,5593.75,5595.93,0.07,0.265,4.869,2.419,0.949,73.13,0.104,0.114,0.07,2.265,0.538,9.732,3.904,98.425,2.492926491
58.92,T5,5445.53,5733.29,5593.75,5595.93,0.07,0.188,4.781,2.334,0.928,73.1,0.128,0.079,0.049,2.369,0.501,9.975,3.947,98.449,2.52727784
58.94,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.211,4.868,2.432,0.849,72.665,0.103,0.016,0.087,2.236,0.59,10.117,4.008,98.27,2.52431526
58.96,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.242,4.536,2.259,0.893,73.722,0.098,0,0,2.168,0.651,9.709,3.854,98.234,2.519443656
58.98,T5,5445.53,5733.29,5593.75,5595.93,0.16,0.215,4.751,2.366,0.944,73.739,0.125,0,0.092,2.288,0.561,9.66,3.76,98.663,2.569176883
59,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.221,4.86,2.272,0.901,72.979,0.149,0.029,0.154,2.084,0.614,9.988,4.01,98.377,2.490794174
59.02,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.209,4.938,2.262,0.936,73.241,0.141,0.013,0.115,2.198,0.619,9.83,3.987,98.618,2.465367965
59.04,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.219,4.886,2.363,0.943,73.558,0.133,0,0.127,2.094,0.579,9.657,3.929,98.616,2.458071565
59.06,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.2,4.97,2.311,0.942,73.406,0.166,0.008,0.102,2.213,0.454,9.65,4.004,98.546,2.409912377
59.08,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.228,5.167,2.379,0.85,72.859,0.085,0,0.005,2.253,0.548,9.968,4.102,98.574,2.429943955
59.1,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.202,4.932,2.471,0.896,73.068,0.3,0,0.057,2.248,0.64,9.593,3.761,98.283,2.5510907
59.12,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.222,4.939,2.38,0.915,74.113,0.093,0,0.059,2.137,0.64,9.448,3.622,98.645,2.608734403
59.14,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.245,4.973,2.45,0.862,73.287,0.179,0.005,0.043,2.163,0.522,9.632,3.846,98.297,2.504466778
59.16,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.242,5.057,2.306,0.856,73.263,0.113,0,0.062,2.216,0.511,9.802,3.928,98.444,2.495384615
59.18,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.218,5.004,2.278,0.896,73.057,0.109,0.053,0.116,2.162,0.559,9.88,3.895,98.351,2.536654401
59.2,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.217,5.032,2.435,0.825,73.079,0.15,0.041,0.102,2.228,0.582,9.907,3.931,98.614,2.520316027
59.22,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.21,5.046,2.287,0.985,72.858,0.138,0.1,0.022,2.292,0.617,9.823,3.916,98.398,2.508365867
59.24,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.221,5.197,2.435,0.911,73.509,0.095,0.126,0.041,2.188,0.581,9.347,3.669,98.427,2.547898198
59.26,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.224,5.152,2.416,0.908,72.946,0.113,0,0.119,2.167,0.713,9.631,4.058,98.544,2.372964169
59.28,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.224,4.924,2.532,0.92,72.096,0.169,0.07,0.039,2.387,0.606,10.214,4.23,98.519,2.414673046
59.3,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.218,4.932,2.452,0.859,72.185,0.164,0.006,0.033,2.362,0.591,10.108,4.31,98.345,2.345042935
59.32,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.176,5.196,2.524,0.928,73.112,0.157,0.011,0.013,2.248,0.562,9.568,3.918,98.515,2.4423874
59.34,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.259,4.999,2.458,0.928,73.457,0.151,0,0.111,2.173,0.552,9.341,3.844,98.399,2.429824561
59.36,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.2,5.174,2.394,0.949,73.498,0.176,0,0.154,2.212,0.551,9.565,3.707,98.671,2.57994186
59.38,T5,5445.53,5733.29,5593.75,5595.93,0.1,0.224,5.064,2.623,0.907,73.185,0.044,0.042,0.128,2.261,0.645,9.494,3.861,98.581,2.458591853
59.4,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.199,5.201,2.579,0.886,73.365,0.045,0.023,0.128,2.166,0.615,9.477,3.666,98.467,2.585253456
59.42,T5,5445.53,5733.29,5593.75,5595.93,0.08,0.242,4.877,2.58,0.827,72.678,0.095,0,0.176,2.343,0.561,10.056,4.074,98.593,2.468237999
59.44,T5,5445.53,5733.29,5593.75,5595.93,0.12,0.184,5.065,2.574,0.825,72.466,0.12,0.076,0.073,2.212,0.766,10.209,3.976,98.662,2.567575162
59.46,T5,5445.53,5733.29,5593.75,5595.93,0.07,0.23,5.247,2.566,0.912,72.751,0.12,0,0.038,2.207,0.515,9.908,3.957,98.518,2.503825137
59.48,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.198,5.365,2.544,0.886,73.41,0.058,0.065,0.019,2.269,0.388,9.444,3.708,98.469,2.546681665
59.5,T5,5445.53,5733.29,5593.75,5595.93,0.11,0.23,4.95,2.433,0.911,73.572,0.119,0.033,0,2.285,0.485,9.703,3.799,98.632,2.553944801
59.52,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.194,4.967,2.447,0.866,73.369,0.083,0.005,0.023,2.278,0.579,9.747,3.838,98.483,2.539322847
59.54,T5,5445.53,5733.29,5593.75,5595.93,0.07,0.176,4.719,2.491,0.955,74.223,0.132,0,0.129,2.173,0.582,9.16,3.619,98.427,2.531014024
59.56,T5,5445.53,5733.29,5593.75,5595.93,0.09,0.201,4.855,2.451,0.978,73.317,0.167,0,0.036,2.172,0.505,9.896,3.758,98.423,2.63320356
59.58,T5,5445.53,5733.29,5593.75,5595.93,0.13,0.167,5.084,2.557,1.089,73.124,0.065,0,0.065,2.24,0.592,9.885,3.887,98.884,2.543454936
59.6,T5,5445.53,5733.29,5593.75,5595.93,0.07,0.177,5.349,2.569,0.904,72.822,0.127,0,0.019,2.142,0.62,9.756,3.958,98.517,2.4646491
59.62,4,5445.53,5733.29,5593.75,5595.93,0.11,0.173,4.808,2.431,0.87,72.895,0.159,0,0.029,2.227,0.708,10.379,3.884,98.669,2.672167217
59.64,4,5445.53,5733.29,5593.75,5595.93,0.11,0.18,4.732,2.337,0.847,74.057,0.117,0.088,0.083,2.256,0.567,9.787,3.72,98.88,2.630483065
59.66,4,5445.53,5733.29,5593.75,5595.93,0.09,0.211,4.611,2.33,0.936,73.361,0.158,0.092,0.054,2.116,0.68,10.202,3.762,98.609,2.712067557
59.68,4,5445.53,5733.29,5593.75,5595.93,0.12,0.171,4.282,2.287,1.034,72.695,0.095,0.035,0.05,2.244,0.607,10.995,4.068,98.688,2.702737603
59.7,4,5445.53,5733.29,5593.75,5595.93,0.09,0.165,3.826,2.212,1.108,73.556,0.11,0,0.012,2.178,0.485,10.733,4.03,98.506,2.663149768
59.72,4,5445.53,5733.29,5593.75,5595.93,0.11,0.189,3.738,2.032,1.11,73.41,0.094,0,0.033,2.236,0.535,10.911,3.895,98.293,2.800966962
59.74,4,5445.53,5733.29,5593.75,5595.93,0.1,0.172,3.902,2.034,1.189,73.749,0.141,0,0.051,2.158,0.421,10.809,3.784,98.507,2.856795461
59.76,4,5445.53,5733.29,5593.75,5595.93,0.12,0.176,3.77,2.009,1.414,73.965,0.079,0.042,0,2.267,0.327,10.624,3.689,98.479,2.879823594
59.78,4,5445.53,5733.29,5593.75,5595.93,0.1,0.172,3.762,1.765,1.313,72.847,0.032,0.073,0.102,2.563,0.42,11.323,3.92,98.391,2.888592751
59.8,4,5445.53,5733.29,5593.75,5595.93,0.12,0.18,3.653,1.814,1.27,73.375,0.091,0.126,0.104,2.399,0.356,11.124,3.954,98.563,2.813554852
59.82,4,5445.53,5733.29,5593.75,5595.93,0.12,0.161,3.733,1.677,1.222,72.953,0.07,0.021,0.038,2.718,0.445,11.602,3.967,98.731,2.925006602
59.84,4,5445.53,5733.29,5593.75,5595.93,0.11,0.14,3.849,1.613,1.275,72.4,0.136,0,0.099,2.72,0.46,11.875,4.039,98.72,2.940208877
59.86,4,5445.53,5733.29,5593.75,5595.93,0.11,0.14,3.445,1.589,1.454,73.438,0.085,0.082,0.033,2.566,0.398,11.267,3.766,98.376,2.992206396
59.88,4,5445.53,5733.29,5593.75,5595.93,0.1,0.136,3.395,1.529,1.517,72.869,0.103,0.009,0.113,2.473,0.378,11.745,3.922,98.287,2.994875737
59.9,4,5445.53,5733.29,5593.75,5595.93,0.11,0.153,3.502,1.536,1.811,72.714,0.068,0.072,0.008,2.414,0.438,11.82,3.857,98.503,3.064656343
59.92,4,5445.53,5733.29,5593.75,5595.93,0.1,0.16,3.768,1.438,1.85,71.248,0.063,0.095,0,2.488,0.43,12.306,4.223,98.167,2.914170652
59.94,4,5445.53,5733.29,5593.75,5595.93,0.11,0.154,3.845,1.456,2.021,71.636,0.108,0.14,0.039,2.506,0.258,12.069,4.036,98.375,2.990440786
59.96,4,5445.53,5733.29,5593.75,5595.93,0.11,0.122,3.323,1.341,2.445,72.012,0.142,0.059,0.004,2.283,0.272,12.143,3.995,98.251,3.039231602
59.98,4,5445.53,5733.29,5593.75,5595.93,0.08,0.144,3.21,1.387,3.083,71.323,0.084,0.052,0.027,2.442,0.417,12.308,3.97,98.529,3.100354513
60,4,5445.53,5733.29,5593.75,5595.93,0.07,0.143,3.189,1.515,3.218,71.151,0.059,0,0.103,2.522,0.32,12.257,3.822,98.373,3.20675453
60.02,4,5445.53,5733.29,5593.75,5595.93,0.07,0.142,3.232,1.366,2.683,71.545,0.137,0.044,0.086,2.402,0.452,12.39,4.086,98.637,3.032249607
60.04,4,5445.53,5733.29,5593.75,5595.93,0.1,0.197,3.355,1.303,2.32,71.462,0.077,0.01,0.028,2.745,0.246,12.481,4.108,98.429,3.038481405
60.06,4,5445.53,5733.29,5593.75,5595.93,0.09,0.2,3.699,1.298,2.15,71.765,0.075,0,0.036,3.077,0.277,11.692,4.182,98.543,2.795807645
60.08,4,5445.53,5733.29,5593.75,5595.93,0.09,0.211,3.198,1.178,2.334,70.916,0.036,0.072,0.093,3.969,0.288,12.214,3.998,98.598,3.055163399
60.1,4,5445.53,5733.29,5593.75,5595.93,0.1,0.169,3.243,1.183,2.397,70.427,0.148,0.031,0.181,4.124,0.221,12.318,4.093,98.638,3.009526262
60.12,4,5445.53,5733.29,5593.75,5595.93,0.08,0.123,3.017,1.157,3.148,71.789,0.065,0.076,0.075,3.058,0.306,11.645,3.887,98.424,2.996141975
60.14,4,5445.53,5733.29,5593.75,5595.93,0.1,0.155,2.974,1.22,3.361,72.813,0.098,0.101,0.026,2.303,0.225,11.298,3.659,98.33,3.08806366
60.16,4,5445.53,5733.29,5593.75,5595.93,0.09,0.155,3.313,1.18,2.774,72.601,0.137,0.06,0.025,2.398,0.443,11.487,3.765,98.427,3.050794478
60.18,4,5445.53,5733.29,5593.75,5595.93,0.1,0.174,3.112,1.113,3.223,72.345,0.136,0.034,0.025,2.441,0.323,11.613,3.692,98.334,3.145515135
60.2,4,5445.53,5733.29,5593.75,5595.93,0.09,0.137,2.914,1.105,3.395,72.079,0.108,0.111,0.049,2.441,0.32,11.838,3.952,98.541,2.995481127
60.22,4,5445.53,5733.29,5593.75,5595.93,0.12,0.158,3.04,1.101,2.523,72.282,0.14,0.062,0.068,2.569,0.357,11.926,3.974,98.314,3.000810811
60.24,4,5445.53,5733.29,5593.75,5595.93,0.08,0.145,2.877,1.027,2.252,72.701,0.13,0.099,0.191,2.279,0.404,12.078,3.957,98.223,3.052401747
60.26,4,5445.53,5733.29,5593.75,5595.93,0.1,0.161,3.07,1.046,2.123,72.896,0.055,0.044,0.117,2.236,0.317,12.192,3.947,98.306,3.089166667
60.28,4,5445.53,5733.29,5593.75,5595.93,0.12,0.175,3.448,1.158,2.218,71.879,0.053,0.033,0.089,2.521,0.321,12.228,3.91,98.152,3.127116212
60.3,4,5445.53,5733.29,5593.75,5595.93,0.09,0.198,3.221,1.195,1.765,72.458,0.154,0,0.02,2.378,0.374,12.381,4.116,98.354,3.007940854
60.32,4,5445.53,5733.29,5593.75,5595.93,0.12,0.145,3.32,1.167,1.293,72.329,0.095,0.089,0.035,2.555,0.471,12.62,4.264,98.498,2.959647247
60.34,4,5445.53,5733.29,5593.75,5595.93,0.13,0.13,3.003,1.155,0.981,74.25,0.068,0.046,0.05,2.361,0.338,11.989,3.889,98.392,3.082514735
60.36,4,5445.53,5733.29,5593.75,5595.93,0.12,0.169,2.926,1.074,1.019,74.749,0.143,0.113,0.059,2.259,0.249,11.588,3.97,98.438,2.918813427
60.38,4,5445.53,5733.29,5593.75,5595.93,0.09,0.153,2.67,1.161,1.012,75.426,0.144,0.03,0.074,2.245,0.343,11.424,3.676,98.447,3.107921318
60.4,4,5445.53,5733.29,5593.75,5595.93,0.1,0.162,2.604,1.195,1.051,74.47,0.094,0.04,0.004,2.148,0.3,12.389,3.85,98.41,3.218000539
60.42,4,5445.53,5733.29,5593.75,5595.93,0.11,0.131,2.934,1.115,1.083,72.819,0.133,0.009,0.056,2.329,0.371,12.896,4.149,98.131,3.10800843
60.44,4,5445.53,5733.29,5593.75,5595.93,0.07,0.151,2.974,1.123,1.501,71.53,0.082,0.023,0.178,3.33,0.336,12.791,4.305,98.393,2.971267317
60.46,4,5445.53,5733.29,5593.75,5595.93,0.06,0.168,2.654,1.075,1.434,71.05,0.14,0.03,0,4.984,0.379,12.105,4.096,98.181,2.955128205
60.48,4,5445.53,5733.29,5593.75,5595.93,0.1,0.185,2.711,1.193,0.965,73.696,0.104,0.127,0,3.108,0.354,11.755,4.063,98.359,2.893011436
60.5,4,5445.53,5733.29,5593.75,5595.93,0.09,0.187,2.957,1.242,1.001,73.869,0.053,0.113,0.086,2.623,0.244,12.06,4.014,98.54,3.004138645
60.52,4,5445.53,5733.29,5593.75,5595.93,0.1,0.128,2.987,1.144,0.748,74.525,0.073,0.137,0.032,2.414,0.247,11.965,3.911,98.408,3.059257308
60.54,4,5445.53,5733.29,5593.75,5595.93,0.1,0.179,3.006,1.097,0.781,73.935,0.059,0.159,0.038,2.422,0.309,12.058,3.949,98.094,3.053426875
60.56,4,5445.53,5733.29,5593.75,5595.93,0.12,0.15,2.981,1.155,0.75,73.33,0.097,0.036,0.038,2.504,0.41,12.58,4.198,98.346,2.996404725
60.58,4,5445.53,5733.29,5593.75,5595.93,0.1,0.15,2.857,1.073,0.736,74.063,0.084,0,0.108,2.392,0.449,12.012,3.975,98.001,3.021715818
60.6,4,5445.53,5733.29,5593.75,5595.93,0.08,0.127,2.931,1.058,0.747,73.916,0.076,0.077,0.064,2.558,0.35,12.39,4.026,98.395,3.077672459
60.62,4,5445.53,5733.29,5593.75,5595.93,0.08,0.143,2.985,1.062,0.7,74.485,0.053,0.066,0,2.395,0.347,12.18,4.181,98.677,2.913184889
60.64,4,5445.53,5733.29,5593.75,5595.93,0.12,0.168,2.81,1.134,0.805,75.079,0.078,0.005,0.048,2.27,0.427,11.61,3.855,98.412,3.011597938
60.66,4,5445.53,5733.29,5593.75,5595.93,0.12,0.149,2.859,1.093,0.753,74.823,0.067,0.078,0.09,2.317,0.21,11.711,3.841,98.114,3.049385875
60.68,4,5445.53,5733.29,5593.75,5595.93,0.12,0.135,2.939,1.066,0.795,74.07,0.108,0.127,0.102,2.385,0.345,12.152,4.014,98.361,3.027156148
60.7,4,5445.53,5733.29,5593.75,5595.93,0.09,0.139,3.055,1.094,1.202,73.28,0.038,0.098,0.065,2.515,0.435,12.493,3.976,98.474,3.142110763
60.72,4,5445.53,5733.29,5593.75,5595.93,0.09,0.157,2.864,1.044,1.245,73.534,0.106,0.024,0.009,2.309,0.231,12.592,4.025,98.228,3.128412538
60.74,4,5445.53,5733.29,5593.75,5595.93,0.11,0.154,2.728,1.18,0.856,73.574,0.081,0.194,0.148,2.367,0.384,12.771,3.912,98.461,3.264869151
60.76,4,5445.53,5733.29,5593.75,5595.93,0.16,0.147,2.755,1.077,0.791,74.426,0.103,0.124,0,2.068,0.281,12.667,4.007,98.601,3.161562021
60.78,4,5445.53,5733.29,5593.75,5595.93,0.13,0.18,2.751,1.103,0.809,74.184,0.074,0.085,0.115,2.038,0.445,12.702,3.957,98.569,3.209820299
60.8,4,5445.53,5733.29,5593.75,5595.93,0.11,0.133,2.825,1.1,0.658,75.235,0.07,0.153,0.031,1.86,0.296,12.317,3.848,98.64,3.20114643
60.82,4,5445.53,5733.29,5593.75,5595.93,0.12,0.141,2.828,1.214,0.77,74.877,0.122,0.058,0.027,2.023,0.289,11.886,3.839,98.191,3.096020539
60.84,4,5445.53,5733.29,5593.75,5595.93,0.09,0.132,2.871,1.16,0.704,74.757,0.114,0.132,0.079,2.106,0.339,12.176,3.812,98.472,3.194344473
60.86,4,5445.53,5733.29,5593.75,5595.93,0.11,0.175,2.856,1.097,0.767,74.359,0.135,0.155,0.129,2.187,0.341,12.058,3.905,98.279,3.087474645
60.88,4,5445.53,5733.29,5593.75,5595.93,0.13,0.155,2.917,1.109,0.659,73.97,0.073,0.073,0.083,2.342,0.341,12.69,3.77,98.316,3.365847068
60.9,4,5445.53,5733.29,5593.75,5595.93,0.08,0.157,2.951,1.091,0.695,73.681,0.114,0.156,0.088,2.214,0.296,12.516,4.023,98.066,3.111541441
60.92,4,5445.53,5733.29,5593.75,5595.93,0.15,0.173,2.921,1.122,0.701,74.197,0.125,0.031,0.112,2.224,0.35,12.563,3.899,98.571,3.222429907
60.94,4,5445.53,5733.29,5593.75,5595.93,0.1,0.137,2.95,1.035,1.053,74.289,0.154,0.087,0.009,2.164,0.317,11.848,3.926,98.072,3.017884517
60.96,4,5445.53,5733.29,5593.75,5595.93,0.1,0.167,2.78,1.097,1.063,75.326,0.085,0.136,0.091,2.198,0.253,11.384,3.689,98.364,3.085897779
60.98,4,5445.53,5733.29,5593.75,5595.93,0.1,0.153,2.854,1.057,0.736,75.65,0.042,0.092,0.087,2.137,0.151,11.726,3.759,98.546,3.119352311
61,4,5445.53,5733.29,5593.75,5595.93,0.11,0.136,3.104,1.061,0.585,74.302,0.128,0.046,0.036,3.165,0.301,11.841,3.843,98.661,3.081355932
61.02,4,5445.53,5733.29,5593.75,5595.93,0.1,0.167,3.329,1.02,0.585,74.451,0.102,0.062,0.113,2.653,0.341,11.66,3.737,98.317,3.120592194
61.04,4,5445.53,5733.29,5593.75,5595.93,0.11,0.2,3.162,1.173,0.548,74.958,0.09,0.064,0.069,2.363,0.295,11.667,3.75,98.453,3.111021288
61.06,4,5445.53,5733.29,5593.75,5595.93,0.13,0.158,3.268,1.028,0.593,74.847,0.064,0.111,0.125,2.134,0.281,11.872,3.769,98.377,3.149700599
61.08,4,5445.53,5733.29,5593.75,5595.93,0.13,0.151,3.249,1.099,0.62,75.112,0.074,0.13,0.092,2.308,0.207,11.801,3.716,98.686,3.17563818
61.1,4,5445.53,5733.29,5593.75,5595.93,0.11,0.149,3.008,1.065,0.567,74.988,0.062,0.091,0.085,2.223,0.251,11.852,3.891,98.347,3.046185781
61.12,4,5445.53,5733.29,5593.75,5595.93,0.08,0.148,2.787,1.027,0.604,75.706,0.108,0.127,0.113,2.26,0.335,11.403,3.78,98.474,3.017027864
61.14,4,5445.53,5733.29,5593.75,5595.93,0.1,0.146,2.983,1.135,0.627,75.338,0.067,0,0.015,2.253,0.211,11.783,3.85,98.513,3.060423751
61.16,4,5445.53,5733.29,5593.75,5595.93,0.18,0.149,2.937,1.102,0.622,75.061,0.02,0.121,0.083,2.334,0.394,11.784,3.882,98.666,3.035155248
61.18,4,5445.53,5733.29,5593.75,5595.93,0.11,0.16,3.007,1.169,0.701,75.261,0.047,0.072,0.092,2.22,0.251,11.823,3.824,98.735,3.092135998
61.2,4,5445.53,5733.29,5593.75,5595.93,0.1,0.121,3.185,1.07,0.628,74.244,0.099,0.084,0,2.291,0.314,12.185,4.06,98.382,3.001010867
61.22,4,5445.53,5733.29,5593.75,5595.93,0.1,0.161,2.935,1.016,0.703,74.98,0.09,0.161,0.154,2.161,0.343,11.804,3.729,98.34,3.165441176
61.24,4,5445.53,5733.29,5593.75,5595.93,0.12,0.15,2.917,1.104,0.618,76.016,0.08,0.06,0.106,2.151,0.341,11.416,3.633,98.716,3.1424017
61.26,4,5445.53,5733.29,5593.75,5595.93,0.12,0.174,2.891,1.067,0.597,75.784,0.028,0.126,0.038,2.192,0.314,11.611,3.846,98.792,3.018701036
61.28,4,5445.53,5733.29,5593.75,5595.93,0.11,0.163,3.07,1.119,0.714,74.508,0.114,0.094,0.109,2.363,0.442,11.907,3.786,98.497,3.145488029
61.3,4,5445.53,5733.29,5593.75,5595.93,0.12,0.134,2.895,1.115,0.653,74.992,0.058,0.087,0.09,2.465,0.311,11.815,3.705,98.446,3.188907194
61.32,4,5445.53,5733.29,5593.75,5595.93,0.12,0.154,2.773,1.149,0.855,74.476,0.059,0.09,0.038,2.337,0.232,12.195,3.936,98.412,3.098624448
61.34,4,5445.53,5733.29,5593.75,5595.93,0.11,0.184,3.162,1.168,0.963,73.815,0.019,0.146,0.012,2.374,0.234,12.327,4.037,98.55,3.053449184
61.36,4,5445.53,5733.29,5593.75,5595.93,0.11,0.124,3.25,1.221,0.896,73.44,0.09,0.219,0.056,2.364,0.39,12.369,3.967,98.49,3.118208322
61.38,4,5445.53,5733.29,5593.75,5595.93,0.12,0.138,3.15,1.176,1.292,73.914,0.069,0.159,0.044,2.24,0.379,11.768,3.98,98.432,2.95694408
61.4,4,5445.53,5733.29,5593.75,5595.93,0.14,0.147,2.913,1.038,2.203,73.144,0.16,0.117,0.094,2.197,0.309,11.84,3.851,98.15,3.074918567
61.42,4,5445.53,5733.29,5593.75,5595.93,0.11,0.136,2.813,1.073,2.636,72.475,0.131,0,0.126,2.318,0.321,11.93,4.072,98.146,2.92994436
61.44,4,5445.53,5733.29,5593.75,5595.93,0.1,0.165,2.844,1.023,2.453,72.837,0.17,0,0.074,2.141,0.279,12.097,3.888,98.068,3.111050027
61.46,4,5445.53,5733.29,5593.75,5595.93,0.08,0.166,2.882,0.973,1.98,73.823,0.215,0.048,0.039,1.986,0.432,11.742,3.714,98.08,3.161772703
61.48,4,5445.53,5733.29,5593.75,5595.93,0.11,0.136,2.809,1.071,1.35,75.032,0.081,0.008,0.085,2.062,0.277,11.612,3.835,98.468,3.028198433
61.5,4,5445.53,5733.29,5593.75,5595.93,0.12,0.139,2.736,0.977,0.989,75.895,0.074,0.12,0.053,2.12,0.241,11.399,3.573,98.435,3.190280066
61.52,4,5445.53,5733.29,5593.75,5595.93,0.12,0.114,2.701,1.192,0.772,75.104,0.128,0.197,0.021,2.031,0.425,11.87,3.775,98.446,3.144125326
61.54,4,5445.53,5733.29,5593.75,5595.93,0.14,0.147,2.948,1.119,0.859,73.431,0.145,0.175,0.049,2.355,0.321,12.503,4.107,98.295,3.044053985
61.56,4,5445.53,5733.29,5593.75,5595.93,0.14,0.14,3.086,1.191,1.041,73.357,0.115,0.031,0.158,2.314,0.385,12.221,3.92,98.096,3.117847769
61.58,4,5445.53,5733.29,5593.75,5595.93,0.16,0.162,2.785,1.307,1.008,74.167,0.058,0.073,0.107,2.186,0.262,12.11,3.927,98.307,3.083892617
61.6,4,5445.53,5733.29,5593.75,5595.93,0.12,0.153,2.624,1.213,1.108,74.63,0.068,0.084,0.018,2.305,0.276,11.823,3.836,98.254,3.082439152
61.62,4,5445.53,5733.29,5593.75,5595.93,0.1,0.164,2.805,1.123,0.996,74.055,0.046,0.14,0.052,2.67,0.358,11.885,3.959,98.356,3.002277328
61.64,4,5445.53,5733.29,5593.75,5595.93,0.13,0.144,2.89,1.226,0.932,74.548,0.038,0.043,0.082,2.498,0.343,11.743,3.843,98.454,3.055769725
61.66,4,5445.53,5733.29,5593.75,5595.93,0.11,0.147,3.015,1.231,0.772,74.974,0.135,0.043,0.151,2.166,0.245,11.707,3.691,98.387,3.171722644
61.68,4,5445.53,5733.29,5593.75,5595.93,0.11,0.127,2.953,1.272,0.849,72.704,0.096,0.135,0.141,2.449,0.4,12.909,4.069,98.214,3.172600619
61.7,4,5445.53,5733.29,5593.75,5595.93,0.09,0.175,3.183,1.122,0.744,73.421,0.111,0,0.111,2.351,0.381,12.693,3.963,98.351,3.202780049
61.72,4,5445.53,5733.29,5593.75,5595.93,0.11,0.157,2.952,1.117,0.664,72.13,0.029,0.057,0.052,2.504,0.52,13.564,4.313,98.165,3.14499484
61.74,4,5445.53,5733.29,5593.75,5595.93,0.08,0.143,2.753,1.228,0.61,73.372,0.099,0.06,0.01,2.401,0.417,13.103,4.317,98.594,3.035145386
61.76,4,5445.53,5733.29,5593.75,5595.93,0.11,0.184,3.042,1.267,0.595,72.785,0.091,0.164,0.124,2.335,0.344,13.196,4.165,98.403,3.168518997
61.78,4,5445.53,5733.29,5593.75,5595.93,0.11,0.118,3.46,1.27,0.664,71.882,0.123,0.195,0.05,2.416,0.477,13.233,4.187,98.188,3.160500399
61.8,4,5445.53,5733.29,5593.75,5595.93,0.07,0.179,3.347,1.123,0.652,71.264,0.114,0.125,0.053,2.436,0.489,13.923,4.234,98.005,3.28858351
61.82,4,5445.53,5733.29,5593.75,5595.93,0.1,0.166,3.014,1.192,0.784,72.589,0.144,0.128,0.008,2.254,0.425,13.03,4.318,98.155,3.017657299
61.84,4,5445.53,5733.29,5593.75,5595.93,0.11,0.169,3.218,1.173,0.636,73.902,0.084,0.042,0.077,2.305,0.39,12.418,4.002,98.529,3.102658594
61.86,4,5445.53,5733.29,5593.75,5595.93,0.09,0.117,2.779,1.217,0.66,74.344,0.126,0.104,0.185,2.322,0.233,12.163,3.873,98.208,3.14027268
61.88,4,5445.53,5733.29,5593.75,5595.93,0.09,0.13,3.006,1.078,0.731,73.204,0.13,0,0.14,2.344,0.435,12.719,4.031,98.038,3.154962425
61.9,4,5445.53,5733.29,5593.75,5595.93,0.11,0.145,2.894,1.147,0.678,73.337,0.113,0.132,0.124,2.09,0.345,12.996,4.068,98.177,3.194821841
61.92,4,5445.53,5733.29,5593.75,5595.93,0.08,0.148,3.048,1.169,0.791,73.335,0.12,0.097,0.036,2.223,0.317,12.809,4.186,98.363,3.059984814
61.94,4,5445.53,5733.29,5593.75,5595.93,0.1,0.138,3.02,1.272,0.655,73.183,0.076,0.073,0.094,2.565,0.539,12.624,3.92,98.258,3.220480951
