labID,age,error,depth,cc,dR,dSTD,t.a,t.b
501582,-60,1,0.25,0,0,0,3,4
516809,-6.7,1,4.75,0,0,0,3,4
516810,1350,30,5.5,3,0,0,3,4
504801,1600,30,9.5,3,0,0,3,4
497408,9380,30,21.5,3,0,0,3,4
501584,1860,30,36.25,3,0,0,3,4
501585,3350,30,45.75,3,0,0,3,4
498331,6410,30,74,3,0,0,3,4
