depth	min	max	median	mean
0	-11.84	-5.94	-8.02	-8.25
1	-10.56	-5.59	-7.52	-7.65
2	-9.58	-4.98	-6.98	-7.04
3	-8.8	-4	-6.46	-6.44
4	-7.66	-3.6	-5.96	-5.87
5	-7.09	-3.09	-5.4	-5.3
5.00003333333333	-7.09	-3.09	-5.4	-5.3
6	-6.83	-1.94	-4.84	-4.74
7	159.67	285.35	228.79	225.48
8	323.91	575.64	462.4	455.69
9	487.78	866.4	696.03	685.9
10	623.17	897.96	745.61	747.69
10.5	675.88	918.5	770.79	778.58
10.5000333333333	675.88	918.5	770.79	778.58
11	675.88	918.5	770.79	778.58
12	675.88	918.5	770.79	778.58
12.1	675.88	918.5	770.79	778.58
12.1000333333333	675.88	918.5	770.79	778.58
13	723.92	992.93	824.68	834.18
14	762.28	1077.42	879.87	890.48
15	789.33	1141.93	925.43	938.56
16	804.71	1268.71	967.31	986.64
17	833.3	1362.77	1009.04	1033.09
18	865.02	1392.11	1056.89	1077.11
19	894.09	1436.68	1104.68	1121.13
20	924.36	1509.86	1151.59	1165.46
21	958.76	1548.68	1197.16	1210.28
22	978.14	1591.02	1243.33	1255.09
23	1008.47	1630.31	1288.4	1298.8
24	1049.71	1669.32	1331.97	1340.84
25	1073.99	1716.19	1379.81	1382.89
26	1121.06	1779.39	1422.89	1425.88
27	1174.48	1843.67	1464.53	1470.31
28	1220.27	1893.41	1510.05	1514.73
29	1274.97	1934.25	1556.81	1558.3
30	1337.71	1989.23	1597.61	1600.6
31	1385.76	2036.27	1640.26	1642.89
32	1464.35	2100.88	1683.39	1690.41
32.0000333333333	1464.35	2100.88	1683.39	1690.41
33	1464.35	2100.88	1683.39	1690.41
34	1464.35	2100.88	1683.39	1690.41
34.3	1464.35	2100.88	1683.39	1690.41
34.3000333333333	1464.35	2100.88	1683.4	1690.41
35	1551.6	2151.63	1715.91	1729.16
36	1630.75	2236.9	1769.14	1784.52
37	1710.74	2328.62	1852.71	1870.73
38	1913.36	2572.77	2242.76	2234.73
39	1991.86	3002.85	2644.96	2598.72
40	2114.73	3495.93	3014.21	2948.3
41	2643.19	3524.27	3210.72	3168.06
42	3104.55	3578.77	3406.36	3387.83
43	3371.24	3777.34	3590.41	3588.9
44	3434.17	3816.57	3621.28	3621.71
45	3482.35	3871.48	3648.15	3654.52
46	3532.48	3930.87	3691.61	3698.2
47	3605.71	4145.94	3830.13	3839.67
48	3639.26	4491.61	3956.06	3981.14
49	3682.05	4842.5	4074.33	4122.8
50	3795.74	4953.97	4229.23	4266.11
51	3863.9	5105.71	4382.2	4409.42
52	3927.67	5276.63	4530.81	4554.69
53	4101.59	5343.27	4711.82	4717.62
54	4213.91	5404.35	4909.71	4880.55
55	4328.4	5530.48	5091.66	5044.21
56	4732.28	5564.17	5245.29	5214.5
57	5107.31	5603.2	5397.59	5384.78
58	5346.88	5694.46	5545.17	5548.03
58.5	5443.47	5737.12	5595.71	5597.99
58.5000333333333	5443.47	5737.12	5595.71	5597.99
59	5443.47	5737.12	5595.71	5597.99
60	5443.47	5737.12	5595.71	5597.99
61	5443.47	5737.12	5595.71	5597.99
62	5443.47	5737.12	5595.71	5597.99
63	5443.47	5737.12	5595.71	5597.99
63.5	5443.47	5737.12	5595.71	5597.99
63.5000333333333	5443.48	5737.13	5595.72	5597.99
64	5506.46	5832.76	5645.47	5647.95
65	5548.5	6039.57	5734.7	5747.87
66	5583.91	6248.31	5831.85	5856.14
67	5706.92	6430.06	6030.91	6039.47
68	5769.93	6729.58	6213.27	6222.8
69	5842.79	7046.39	6392.49	6408.4
70	6168.79	7119.61	6600.81	6614.31
71	6363.35	7194.92	6836.04	6820.22
72	6500.21	7340.13	7054.45	7017.34
73	6746.16	7381.35	7162.1	7135.25
74	6884.59	7445.07	7282.34	7253.16
75	6995.16	7643.17	7378.1	7364.45
76	7027.79	7704.34	7427.15	7416.05
77	7068.24	7805.28	7472.74	7467.65
78	7109.81	7912.73	7517.09	7519.19
79	7151.76	7986.76	7564.14	7570.09
80	7196.59	8071.12	7615.06	7620.99
